Antecedent,Consequent,Support,Confidence
"Laundry Detergent, Paper Towels",Dish Soap,0.3,1.0
"Dish Soap, Paper Towels",Laundry Detergent,0.3,0.75
"Dish Soap, Laundry Detergent",Paper Towels,0.3,0.75
Soap,"Dish Soap, Laundry Detergent",0.3,0.6
Laundry Detergent,"Dish Soap, Soap",0.3,0.6
Dish Soap,"Laundry Detergent, Soap",0.3,0.6
"Laundry Detergent, Soap",Dish Soap,0.3,0.75
"Dish Soap, Soap",Laundry Detergent,0.3,1.0
"Dish Soap, Laundry Detergent",Soap,0.3,0.75
"Laundry Detergent, Tissues",Dish Soap,0.2,1.0
"Dish Soap, Tissues",Laundry Detergent,0.2,0.667
"Dish Soap, Laundry Detergent",Tissues,0.2,0.5
"Paper Towels, Soap",Dish Soap,0.2,1.0
"Dish Soap, Paper Towels",Soap,0.2,0.5
"Dish Soap, Soap",Paper Towels,0.2,0.667
Paper Towels,"Dish Soap, Tissues",0.3,0.6
Tissues,"Dish Soap, Paper Towels",0.3,0.6
Dish Soap,"Paper Towels, Tissues",0.3,0.6
"Paper Towels, Tissues",Dish Soap,0.3,0.75
"Dish Soap, Paper Towels",Tissues,0.3,0.75
"Dish Soap, Tissues",Paper Towels,0.3,1.0
"Soap, Tissues",Dish Soap,0.2,1.0
"Dish Soap, Soap",Tissues,0.2,0.667
"Dish Soap, Tissues",Soap,0.2,0.667
"Hand Sanitizer, Soap",Laundry Detergent,0.2,1.0
"Laundry Detergent, Soap",Hand Sanitizer,0.2,0.5
"Hand Sanitizer, Laundry Detergent",Soap,0.2,1.0
"Hand Sanitizer, Toothpaste",Laundry Detergent,0.2,0.5
"Hand Sanitizer, Laundry Detergent",Toothpaste,0.2,1.0
"Laundry Detergent, Toothpaste",Hand Sanitizer,0.2,1.0
Paper Towels,"Hand Sanitizer, Tissues",0.3,0.6
Hand Sanitizer,"Paper Towels, Tissues",0.3,0.6
Tissues,"Hand Sanitizer, Paper Towels",0.3,0.6
"Hand Sanitizer, Paper Towels",Tissues,0.3,1.0
"Paper Towels, Tissues",Hand Sanitizer,0.3,0.75
"Hand Sanitizer, Tissues",Paper Towels,0.3,0.75
"Hand Sanitizer, Paper Towels",Toothpaste,0.2,0.667
"Paper Towels, Toothpaste",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Toothpaste",Paper Towels,0.2,0.5
"Hand Sanitizer, Toothbrush",Shampoo,0.2,0.667
"Shampoo, Toothbrush",Hand Sanitizer,0.2,0.5
"Hand Sanitizer, Shampoo",Toothbrush,0.2,1.0
"Hand Sanitizer, Toothpaste",Shampoo,0.2,0.5
"Hand Sanitizer, Shampoo",Toothpaste,0.2,1.0
"Shampoo, Toothpaste",Hand Sanitizer,0.2,0.667
"Hand Sanitizer, Soap",Toothpaste,0.2,1.0
"Soap, Toothpaste",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Toothpaste",Soap,0.2,0.5
"Hand Sanitizer, Tissues",Toothbrush,0.2,0.5
"Tissues, Toothbrush",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Toothbrush",Tissues,0.2,0.667
Tissues,"Hand Sanitizer, Toothpaste",0.3,0.6
Hand Sanitizer,"Tissues, Toothpaste",0.3,0.6
Toothpaste,"Hand Sanitizer, Tissues",0.3,0.6
"Hand Sanitizer, Tissues",Toothpaste,0.3,0.75
"Tissues, Toothpaste",Hand Sanitizer,0.3,1.0
"Hand Sanitizer, Toothpaste",Tissues,0.3,0.75
Toothbrush,"Hand Sanitizer, Toothpaste",0.3,0.6
Hand Sanitizer,"Toothbrush, Toothpaste",0.3,0.6
Toothpaste,"Hand Sanitizer, Toothbrush",0.3,0.6
"Hand Sanitizer, Toothbrush",Toothpaste,0.3,1.0
"Toothbrush, Toothpaste",Hand Sanitizer,0.3,0.75
"Hand Sanitizer, Toothpaste",Toothbrush,0.3,0.75
"Paper Towels, Soap",Laundry Detergent,0.2,1.0
"Laundry Detergent, Paper Towels",Soap,0.2,0.667
"Laundry Detergent, Soap",Paper Towels,0.2,0.5
"Paper Towels, Tissues",Laundry Detergent,0.2,0.5
"Laundry Detergent, Paper Towels",Tissues,0.2,0.667
"Laundry Detergent, Tissues",Paper Towels,0.2,1.0
"Shampoo, Soap",Laundry Detergent,0.2,0.667
"Laundry Detergent, Soap",Shampoo,0.2,0.5
"Laundry Detergent, Shampoo",Soap,0.2,1.0
"Soap, Tissues",Laundry Detergent,0.2,1.0
"Laundry Detergent, Soap",Tissues,0.2,0.5
"Laundry Detergent, Tissues",Soap,0.2,1.0
"Soap, Toothpaste",Laundry Detergent,0.2,1.0
"Laundry Detergent, Soap",Toothpaste,0.2,0.5
"Laundry Detergent, Toothpaste",Soap,0.2,1.0
"Paper Towels, Soap",Tissues,0.2,1.0
"Paper Towels, Tissues",Soap,0.2,0.5
"Soap, Tissues",Paper Towels,0.2,1.0
"Paper Towels, Toothpaste",Tissues,0.2,1.0
"Paper Towels, Tissues",Toothpaste,0.2,0.5
"Tissues, Toothpaste",Paper Towels,0.2,0.667
"Soap, Toothbrush",Shampoo,0.2,1.0
"Shampoo, Soap",Toothbrush,0.2,0.667
"Shampoo, Toothbrush",Soap,0.2,0.5
Toothbrush,"Shampoo, Toothpaste",0.3,0.6
Toothpaste,"Shampoo, Toothbrush",0.3,0.6
Shampoo,"Toothbrush, Toothpaste",0.3,0.6
"Toothbrush, Toothpaste",Shampoo,0.3,0.75
"Shampoo, Toothbrush",Toothpaste,0.3,0.75
"Shampoo, Toothpaste",Toothbrush,0.3,1.0
"Tissues, Toothbrush",Toothpaste,0.2,1.0
"Tissues, Toothpaste",Toothbrush,0.2,0.667
"Toothbrush, Toothpaste",Tissues,0.2,0.5
"Conditioner, Soap","Dish Soap, Laundry Detergent",0.2,0.5
"Conditioner, Laundry Detergent","Dish Soap, Soap",0.2,0.667
"Conditioner, Dish Soap","Laundry Detergent, Soap",0.2,1.0
"Laundry Detergent, Soap","Conditioner, Dish Soap",0.2,0.5
"Dish Soap, Soap","Conditioner, Laundry Detergent",0.2,0.667
"Dish Soap, Laundry Detergent","Conditioner, Soap",0.2,0.5
"Conditioner, Laundry Detergent, Soap",Dish Soap,0.2,0.667
"Conditioner, Dish Soap, Soap",Laundry Detergent,0.2,1.0
"Conditioner, Dish Soap, Laundry Detergent",Soap,0.2,1.0
"Dish Soap, Laundry Detergent, Soap",Conditioner,0.2,0.667
"Conditioner, Hand Sanitizer","Shampoo, Toothbrush",0.2,1.0
"Conditioner, Toothbrush","Hand Sanitizer, Shampoo",0.2,0.667
"Conditioner, Shampoo","Hand Sanitizer, Toothbrush",0.2,0.5
"Hand Sanitizer, Toothbrush","Conditioner, Shampoo",0.2,0.667
"Hand Sanitizer, Shampoo","Conditioner, Toothbrush",0.2,1.0
"Shampoo, Toothbrush","Conditioner, Hand Sanitizer",0.2,0.5
"Conditioner, Hand Sanitizer, Toothbrush",Shampoo,0.2,1.0
"Conditioner, Hand Sanitizer, Shampoo",Toothbrush,0.2,1.0
"Conditioner, Shampoo, Toothbrush",Hand Sanitizer,0.2,0.667
"Hand Sanitizer, Shampoo, Toothbrush",Conditioner,0.2,1.0
"Conditioner, Hand Sanitizer","Shampoo, Toothpaste",0.2,1.0
"Conditioner, Toothpaste","Hand Sanitizer, Shampoo",0.2,1.0
"Conditioner, Shampoo","Hand Sanitizer, Toothpaste",0.2,0.5
"Hand Sanitizer, Toothpaste","Conditioner, Shampoo",0.2,0.5
"Hand Sanitizer, Shampoo","Conditioner, Toothpaste",0.2,1.0
"Shampoo, Toothpaste","Conditioner, Hand Sanitizer",0.2,0.667
"Conditioner, Hand Sanitizer, Toothpaste",Shampoo,0.2,1.0
"Conditioner, Hand Sanitizer, Shampoo",Toothpaste,0.2,1.0
"Conditioner, Shampoo, Toothpaste",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Shampoo, Toothpaste",Conditioner,0.2,1.0
"Conditioner, Hand Sanitizer","Toothbrush, Toothpaste",0.2,1.0
"Conditioner, Toothbrush","Hand Sanitizer, Toothpaste",0.2,0.667
"Conditioner, Toothpaste","Hand Sanitizer, Toothbrush",0.2,1.0
"Hand Sanitizer, Toothbrush","Conditioner, Toothpaste",0.2,0.667
"Hand Sanitizer, Toothpaste","Conditioner, Toothbrush",0.2,0.5
"Toothbrush, Toothpaste","Conditioner, Hand Sanitizer",0.2,0.5
"Conditioner, Hand Sanitizer, Toothbrush",Toothpaste,0.2,1.0
"Conditioner, Hand Sanitizer, Toothpaste",Toothbrush,0.2,1.0
"Conditioner, Toothbrush, Toothpaste",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Toothbrush, Toothpaste",Conditioner,0.2,0.667
"Conditioner, Soap","Laundry Detergent, Shampoo",0.2,0.5
"Conditioner, Shampoo","Laundry Detergent, Soap",0.2,0.5
"Conditioner, Laundry Detergent","Shampoo, Soap",0.2,0.667
"Shampoo, Soap","Conditioner, Laundry Detergent",0.2,0.667
"Laundry Detergent, Soap","Conditioner, Shampoo",0.2,0.5
"Laundry Detergent, Shampoo","Conditioner, Soap",0.2,1.0
"Conditioner, Shampoo, Soap",Laundry Detergent,0.2,0.667
"Conditioner, Laundry Detergent, Soap",Shampoo,0.2,0.667
"Conditioner, Laundry Detergent, Shampoo",Soap,0.2,1.0
"Laundry Detergent, Shampoo, Soap",Conditioner,0.2,1.0
"Conditioner, Toothbrush","Shampoo, Soap",0.2,0.667
"Conditioner, Soap","Shampoo, Toothbrush",0.2,0.5
"Conditioner, Shampoo","Soap, Toothbrush",0.2,0.5
"Soap, Toothbrush","Conditioner, Shampoo",0.2,1.0
"Shampoo, Toothbrush","Conditioner, Soap",0.2,0.5
"Shampoo, Soap","Conditioner, Toothbrush",0.2,0.667
"Conditioner, Soap, Toothbrush",Shampoo,0.2,1.0
"Conditioner, Shampoo, Toothbrush",Soap,0.2,0.667
"Conditioner, Shampoo, Soap",Toothbrush,0.2,0.667
"Shampoo, Soap, Toothbrush",Conditioner,0.2,1.0
"Conditioner, Toothbrush","Shampoo, Toothpaste",0.2,0.667
"Conditioner, Shampoo","Toothbrush, Toothpaste",0.2,0.5
"Conditioner, Toothpaste","Shampoo, Toothbrush",0.2,1.0
"Shampoo, Toothbrush","Conditioner, Toothpaste",0.2,0.5
"Toothbrush, Toothpaste","Conditioner, Shampoo",0.2,0.5
"Shampoo, Toothpaste","Conditioner, Toothbrush",0.2,0.667
"Conditioner, Shampoo, Toothbrush",Toothpaste,0.2,0.667
"Conditioner, Toothbrush, Toothpaste",Shampoo,0.2,1.0
"Conditioner, Shampoo, Toothpaste",Toothbrush,0.2,1.0
"Shampoo, Toothbrush, Toothpaste",Conditioner,0.2,0.667
"Hand Sanitizer, Paper Towels","Dish Soap, Tissues",0.2,0.667
"Paper Towels, Tissues","Dish Soap, Hand Sanitizer",0.2,0.5
"Dish Soap, Paper Towels","Hand Sanitizer, Tissues",0.2,0.5
"Hand Sanitizer, Tissues","Dish Soap, Paper Towels",0.2,0.5
"Dish Soap, Hand Sanitizer","Paper Towels, Tissues",0.2,1.0
"Dish Soap, Tissues","Hand Sanitizer, Paper Towels",0.2,0.667
"Hand Sanitizer, Paper Towels, Tissues",Dish Soap,0.2,0.667
"Dish Soap, Hand Sanitizer, Paper Towels",Tissues,0.2,1.0
"Dish Soap, Paper Towels, Tissues",Hand Sanitizer,0.2,0.667
"Dish Soap, Hand Sanitizer, Tissues",Paper Towels,0.2,1.0
"Paper Towels, Soap","Dish Soap, Laundry Detergent",0.2,1.0
"Laundry Detergent, Paper Towels","Dish Soap, Soap",0.2,0.667
"Dish Soap, Paper Towels","Laundry Detergent, Soap",0.2,0.5
"Laundry Detergent, Soap","Dish Soap, Paper Towels",0.2,0.5
"Dish Soap, Soap","Laundry Detergent, Paper Towels",0.2,0.667
"Dish Soap, Laundry Detergent","Paper Towels, Soap",0.2,0.5
"Laundry Detergent, Paper Towels, Soap",Dish Soap,0.2,1.0
"Dish Soap, Paper Towels, Soap",Laundry Detergent,0.2,1.0
"Dish Soap, Laundry Detergent, Paper Towels",Soap,0.2,0.667
"Dish Soap, Laundry Detergent, Soap",Paper Towels,0.2,0.667
"Paper Towels, Tissues","Dish Soap, Laundry Detergent",0.2,0.5
"Laundry Detergent, Paper Towels","Dish Soap, Tissues",0.2,0.667
"Dish Soap, Paper Towels","Laundry Detergent, Tissues",0.2,0.5
"Laundry Detergent, Tissues","Dish Soap, Paper Towels",0.2,1.0
"Dish Soap, Tissues","Laundry Detergent, Paper Towels",0.2,0.667
"Dish Soap, Laundry Detergent","Paper Towels, Tissues",0.2,0.5
"Laundry Detergent, Paper Towels, Tissues",Dish Soap,0.2,1.0
"Dish Soap, Paper Towels, Tissues",Laundry Detergent,0.2,0.667
"Dish Soap, Laundry Detergent, Paper Towels",Tissues,0.2,0.667
"Dish Soap, Laundry Detergent, Tissues",Paper Towels,0.2,1.0
"Soap, Tissues","Dish Soap, Laundry Detergent",0.2,1.0
"Laundry Detergent, Soap","Dish Soap, Tissues",0.2,0.5
"Dish Soap, Soap","Laundry Detergent, Tissues",0.2,0.667
"Laundry Detergent, Tissues","Dish Soap, Soap",0.2,1.0
"Dish Soap, Tissues","Laundry Detergent, Soap",0.2,0.667
"Dish Soap, Laundry Detergent","Soap, Tissues",0.2,0.5
"Laundry Detergent, Soap, Tissues",Dish Soap,0.2,1.0
"Dish Soap, Soap, Tissues",Laundry Detergent,0.2,1.0
"Dish Soap, Laundry Detergent, Soap",Tissues,0.2,0.667
"Dish Soap, Laundry Detergent, Tissues",Soap,0.2,1.0
"Paper Towels, Soap","Dish Soap, Tissues",0.2,1.0
"Paper Towels, Tissues","Dish Soap, Soap",0.2,0.5
"Dish Soap, Paper Towels","Soap, Tissues",0.2,0.5
"Soap, Tissues","Dish Soap, Paper Towels",0.2,1.0
"Dish Soap, Soap","Paper Towels, Tissues",0.2,0.667
"Dish Soap, Tissues","Paper Towels, Soap",0.2,0.667
"Paper Towels, Soap, Tissues",Dish Soap,0.2,1.0
"Dish Soap, Paper Towels, Soap",Tissues,0.2,1.0
"Dish Soap, Paper Towels, Tissues",Soap,0.2,0.667
"Dish Soap, Soap, Tissues",Paper Towels,0.2,1.0
"Hand Sanitizer, Soap","Laundry Detergent, Toothpaste",0.2,1.0
"Soap, Toothpaste","Hand Sanitizer, Laundry Detergent",0.2,1.0
"Laundry Detergent, Soap","Hand Sanitizer, Toothpaste",0.2,0.5
"Hand Sanitizer, Toothpaste","Laundry Detergent, Soap",0.2,0.5
"Hand Sanitizer, Laundry Detergent","Soap, Toothpaste",0.2,1.0
"Laundry Detergent, Toothpaste","Hand Sanitizer, Soap",0.2,1.0
"Hand Sanitizer, Soap, Toothpaste",Laundry Detergent,0.2,1.0
"Hand Sanitizer, Laundry Detergent, Soap",Toothpaste,0.2,1.0
"Laundry Detergent, Soap, Toothpaste",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Laundry Detergent, Toothpaste",Soap,0.2,1.0
"Hand Sanitizer, Paper Towels","Tissues, Toothpaste",0.2,0.667
"Paper Towels, Toothpaste","Hand Sanitizer, Tissues",0.2,1.0
"Paper Towels, Tissues","Hand Sanitizer, Toothpaste",0.2,0.5
"Hand Sanitizer, Toothpaste","Paper Towels, Tissues",0.2,0.5
"Hand Sanitizer, Tissues","Paper Towels, Toothpaste",0.2,0.5
"Tissues, Toothpaste","Hand Sanitizer, Paper Towels",0.2,0.667
"Hand Sanitizer, Paper Towels, Toothpaste",Tissues,0.2,1.0
"Hand Sanitizer, Paper Towels, Tissues",Toothpaste,0.2,0.667
"Paper Towels, Tissues, Toothpaste",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Tissues, Toothpaste",Paper Towels,0.2,0.667
"Hand Sanitizer, Toothbrush","Shampoo, Toothpaste",0.2,0.667
"Toothbrush, Toothpaste","Hand Sanitizer, Shampoo",0.2,0.5
"Shampoo, Toothbrush","Hand Sanitizer, Toothpaste",0.2,0.5
"Hand Sanitizer, Toothpaste","Shampoo, Toothbrush",0.2,0.5
"Hand Sanitizer, Shampoo","Toothbrush, Toothpaste",0.2,1.0
"Shampoo, Toothpaste","Hand Sanitizer, Toothbrush",0.2,0.667
"Hand Sanitizer, Toothbrush, Toothpaste",Shampoo,0.2,0.667
"Hand Sanitizer, Shampoo, Toothbrush",Toothpaste,0.2,1.0
"Shampoo, Toothbrush, Toothpaste",Hand Sanitizer,0.2,0.667
"Hand Sanitizer, Shampoo, Toothpaste",Toothbrush,0.2,1.0
"Hand Sanitizer, Tissues","Toothbrush, Toothpaste",0.2,0.5
"Tissues, Toothbrush","Hand Sanitizer, Toothpaste",0.2,1.0
"Tissues, Toothpaste","Hand Sanitizer, Toothbrush",0.2,0.667
"Hand Sanitizer, Toothbrush","Tissues, Toothpaste",0.2,0.667
"Hand Sanitizer, Toothpaste","Tissues, Toothbrush",0.2,0.5
"Toothbrush, Toothpaste","Hand Sanitizer, Tissues",0.2,0.5
"Hand Sanitizer, Tissues, Toothbrush",Toothpaste,0.2,1.0
"Hand Sanitizer, Tissues, Toothpaste",Toothbrush,0.2,0.667
"Tissues, Toothbrush, Toothpaste",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Toothbrush, Toothpaste",Tissues,0.2,0.667
"Paper Towels, Soap","Laundry Detergent, Tissues",0.2,1.0
"Paper Towels, Tissues","Laundry Detergent, Soap",0.2,0.5
"Laundry Detergent, Paper Towels","Soap, Tissues",0.2,0.667
"Soap, Tissues","Laundry Detergent, Paper Towels",0.2,1.0
"Laundry Detergent, Soap","Paper Towels, Tissues",0.2,0.5
"Laundry Detergent, Tissues","Paper Towels, Soap",0.2,1.0
"Paper Towels, Soap, Tissues",Laundry Detergent,0.2,1.0
"Laundry Detergent, Paper Towels, Soap",Tissues,0.2,1.0
"Laundry Detergent, Paper Towels, Tissues",Soap,0.2,1.0
"Laundry Detergent, Soap, Tissues",Paper Towels,0.2,1.0
"Toothbrush, Toothpaste","Conditioner, Hand Sanitizer, Shampoo",0.2,0.5
"Conditioner, Toothbrush","Hand Sanitizer, Shampoo, Toothpaste",0.2,0.667
"Hand Sanitizer, Toothbrush","Conditioner, Shampoo, Toothpaste",0.2,0.667
"Shampoo, Toothbrush","Conditioner, Hand Sanitizer, Toothpaste",0.2,0.5
"Conditioner, Toothpaste","Hand Sanitizer, Shampoo, Toothbrush",0.2,1.0
"Hand Sanitizer, Toothpaste","Conditioner, Shampoo, Toothbrush",0.2,0.5
"Shampoo, Toothpaste","Conditioner, Hand Sanitizer, Toothbrush",0.2,0.667
"Conditioner, Hand Sanitizer","Shampoo, Toothbrush, Toothpaste",0.2,1.0
"Conditioner, Shampoo","Hand Sanitizer, Toothbrush, Toothpaste",0.2,0.5
"Hand Sanitizer, Shampoo","Conditioner, Toothbrush, Toothpaste",0.2,1.0
"Conditioner, Toothbrush, Toothpaste","Hand Sanitizer, Shampoo",0.2,1.0
"Hand Sanitizer, Toothbrush, Toothpaste","Conditioner, Shampoo",0.2,0.667
"Shampoo, Toothbrush, Toothpaste","Conditioner, Hand Sanitizer",0.2,0.667
"Conditioner, Hand Sanitizer, Toothbrush","Shampoo, Toothpaste",0.2,1.0
"Conditioner, Shampoo, Toothbrush","Hand Sanitizer, Toothpaste",0.2,0.667
"Hand Sanitizer, Shampoo, Toothbrush","Conditioner, Toothpaste",0.2,1.0
"Conditioner, Hand Sanitizer, Toothpaste","Shampoo, Toothbrush",0.2,1.0
"Conditioner, Shampoo, Toothpaste","Hand Sanitizer, Toothbrush",0.2,1.0
"Hand Sanitizer, Shampoo, Toothpaste","Conditioner, Toothbrush",0.2,1.0
"Conditioner, Hand Sanitizer, Shampoo","Toothbrush, Toothpaste",0.2,1.0
"Conditioner, Hand Sanitizer, Toothbrush, Toothpaste",Shampoo,0.2,1.0
"Conditioner, Shampoo, Toothbrush, Toothpaste",Hand Sanitizer,0.2,1.0
"Hand Sanitizer, Shampoo, Toothbrush, Toothpaste",Conditioner,0.2,1.0
"Conditioner, Hand Sanitizer, Shampoo, Toothbrush",Toothpaste,0.2,1.0
"Conditioner, Hand Sanitizer, Shampoo, Toothpaste",Toothbrush,0.2,1.0
"Dish Soap, Laundry Detergent","Paper Towels, Soap, Tissues",0.2,0.5
"Laundry Detergent, Paper Towels","Dish Soap, Soap, Tissues",0.2,0.667
"Laundry Detergent, Tissues","Dish Soap, Paper Towels, Soap",0.2,1.0
"Laundry Detergent, Soap","Dish Soap, Paper Towels, Tissues",0.2,0.5
"Dish Soap, Paper Towels","Laundry Detergent, Soap, Tissues",0.2,0.5
"Dish Soap, Tissues","Laundry Detergent, Paper Towels, Soap",0.2,0.667
"Dish Soap, Soap","Laundry Detergent, Paper Towels, Tissues",0.2,0.667
"Paper Towels, Tissues","Dish Soap, Laundry Detergent, Soap",0.2,0.5
"Paper Towels, Soap","Dish Soap, Laundry Detergent, Tissues",0.2,1.0
"Soap, Tissues","Dish Soap, Laundry Detergent, Paper Towels",0.2,1.0
"Dish Soap, Laundry Detergent, Paper Towels","Soap, Tissues",0.2,0.667
"Dish Soap, Laundry Detergent, Tissues","Paper Towels, Soap",0.2,1.0
"Dish Soap, Laundry Detergent, Soap","Paper Towels, Tissues",0.2,0.667
"Laundry Detergent, Paper Towels, Tissues","Dish Soap, Soap",0.2,1.0
"Laundry Detergent, Paper Towels, Soap","Dish Soap, Tissues",0.2,1.0
"Laundry Detergent, Soap, Tissues","Dish Soap, Paper Towels",0.2,1.0
"Dish Soap, Paper Towels, Tissues","Laundry Detergent, Soap",0.2,0.667
"Dish Soap, Paper Towels, Soap","Laundry Detergent, Tissues",0.2,1.0
"Dish Soap, Soap, Tissues","Laundry Detergent, Paper Towels",0.2,1.0
"Paper Towels, Soap, Tissues","Dish Soap, Laundry Detergent",0.2,1.0
"Dish Soap, Laundry Detergent, Paper Towels, Tissues",Soap,0.2,1.0
"Dish Soap, Laundry Detergent, Paper Towels, Soap",Tissues,0.2,1.0
"Dish Soap, Laundry Detergent, Soap, Tissues",Paper Towels,0.2,1.0
"Laundry Detergent, Paper Towels, Soap, Tissues",Dish Soap,0.2,1.0
"Dish Soap, Paper Towels, Soap, Tissues",Laundry Detergent,0.2,1.0
