Itemset,Support
"Chicken, Olive Oil, Tomato Sauce",0.1
"Chicken, Pasta, Rice",0.2
"Chicken, Pasta, Tomato Sauce",0.1
"Chicken, Rice, Tomato Sauce",0.1
"Eggs, Milk, Olive Oil",0.1
"Eggs, Milk, Pasta",0.2
"Eggs, Milk, Tomato Sauce",0.3
"Eggs, Olive Oil, Pasta",0.1
"Eggs, Olive Oil, Tomato Sauce",0.1
"Eggs, Pasta, Tomato Sauce",0.2
"Milk, Olive Oil, Pasta",0.2
"Milk, Olive Oil, Rice",0.1
"Milk, Olive Oil, Tomato Sauce",0.2
"Milk, Pasta, Rice",0.1
"Milk, Pasta, Tomato Sauce",0.3
"Milk, Rice, Tomato Sauce",0.1
"Olive Oil, Pasta, Rice",0.3
"Olive Oil, Pasta, Tomato Sauce",0.3
"Olive Oil, Rice, Tomato Sauce",0.2
"Pasta, Rice, Tomato Sauce",0.2
"Bread, Butter, Cheese, Chicken",0.2
"Bread, Butter, Cheese, Eggs",0.2
"Bread, Butter, Cheese, Milk",0.1
"Bread, Butter, Cheese, Rice",0.1
"Bread, Butter, Cheese, Tomato Sauce",0.1
"Bread, Butter, Chicken, Eggs",0.1
"Bread, Butter, Chicken, Milk",0.1
"Bread, Butter, Chicken, Rice",0.1
"Bread, Butter, Chicken, Tomato Sauce",0.1
"Bread, Butter, Eggs, Milk",0.1
"Bread, Butter, Eggs, Tomato Sauce",0.1
"Bread, Butter, Milk, Tomato Sauce",0.1
"Bread, Cheese, Chicken, Eggs",0.1
"Bread, Cheese, Chicken, Milk",0.1
"Bread, Cheese, Chicken, Rice",0.1
"Bread, Cheese, Chicken, Tomato Sauce",0.1
"Bread, Cheese, Eggs, Milk",0.2
"Bread, Cheese, Eggs, Pasta",0.1
"Bread, Cheese, Eggs, Tomato Sauce",0.2
"Bread, Cheese, Milk, Pasta",0.1
"Bread, Cheese, Milk, Tomato Sauce",0.2
"Bread, Cheese, Pasta, Tomato Sauce",0.1
"Bread, Chicken, Eggs, Milk",0.1
"Bread, Chicken, Eggs, Tomato Sauce",0.1
"Bread, Chicken, Milk, Tomato Sauce",0.1
"Bread, Eggs, Milk, Pasta",0.1
"Bread, Eggs, Milk, Tomato Sauce",0.2
"Bread, Eggs, Pasta, Tomato Sauce",0.1
"Bread, Milk, Pasta, Tomato Sauce",0.1
"Butter, Cheese, Chicken, Eggs",0.1
"Butter, Cheese, Chicken, Milk",0.1
"Butter, Cheese, Chicken, Olive Oil",0.1
"Butter, Cheese, Chicken, Pasta",0.1
"Butter, Cheese, Chicken, Rice",0.2
"Butter, Cheese, Chicken, Tomato Sauce",0.1
"Butter, Cheese, Eggs, Milk",0.1
"Butter, Cheese, Eggs, Tomato Sauce",0.1
"Butter, Cheese, Milk, Tomato Sauce",0.1
"Butter, Cheese, Olive Oil, Pasta",0.1
"Butter, Cheese, Olive Oil, Rice",0.1
"Butter, Cheese, Pasta, Rice",0.1
"Butter, Chicken, Eggs, Milk",0.1
"Butter, Chicken, Eggs, Tomato Sauce",0.1
"Butter, Chicken, Milk, Olive Oil",0.1
"Butter, Chicken, Milk, Pasta",0.1
"Butter, Chicken, Milk, Rice",0.1
"Butter, Chicken, Milk, Tomato Sauce",0.2
"Butter, Chicken, Olive Oil, Pasta",0.2
"Butter, Chicken, Olive Oil, Rice",0.2
"Butter, Chicken, Olive Oil, Tomato Sauce",0.1
"Butter, Chicken, Pasta, Rice",0.2
"Butter, Chicken, Pasta, Tomato Sauce",0.1
"Butter, Chicken, Rice, Tomato Sauce",0.1
"Butter, Eggs, Milk, Tomato Sauce",0.1
"Butter, Milk, Olive Oil, Pasta",0.1
"Butter, Milk, Olive Oil, Rice",0.1
"Butter, Milk, Olive Oil, Tomato Sauce",0.1
"Butter, Milk, Pasta, Rice",0.1
"Butter, Milk, Pasta, Tomato Sauce",0.1
"Butter, Milk, Rice, Tomato Sauce",0.1
"Butter, Olive Oil, Pasta, Rice",0.2
"Butter, Olive Oil, Pasta, Tomato Sauce",0.1
"Butter, Olive Oil, Rice, Tomato Sauce",0.1
"Butter, Pasta, Rice, Tomato Sauce",0.1
"Cheese, Chicken, Eggs, Milk",0.1
"Cheese, Chicken, Eggs, Tomato Sauce",0.1
"Cheese, Chicken, Milk, Tomato Sauce",0.1
"Cheese, Chicken, Olive Oil, Pasta",0.1
"Cheese, Chicken, Olive Oil, Rice",0.1
"Cheese, Chicken, Pasta, Rice",0.1
"Cheese, Eggs, Milk, Pasta",0.1
"Cheese, Eggs, Milk, Tomato Sauce",0.2
"Cheese, Eggs, Pasta, Tomato Sauce",0.1
"Cheese, Milk, Pasta, Tomato Sauce",0.1
"Cheese, Olive Oil, Pasta, Rice",0.1
"Chicken, Eggs, Milk, Tomato Sauce",0.1
"Chicken, Milk, Olive Oil, Pasta",0.1
"Chicken, Milk, Olive Oil, Rice",0.1
"Chicken, Milk, Olive Oil, Tomato Sauce",0.1
"Chicken, Milk, Pasta, Rice",0.1
"Chicken, Milk, Pasta, Tomato Sauce",0.1
"Chicken, Milk, Rice, Tomato Sauce",0.1
"Chicken, Olive Oil, Pasta, Rice",0.2
"Chicken, Olive Oil, Pasta, Tomato Sauce",0.1
"Chicken, Olive Oil, Rice, Tomato Sauce",0.1
"Chicken, Pasta, Rice, Tomato Sauce",0.1
"Eggs, Milk, Olive Oil, Pasta",0.1
"Eggs, Milk, Olive Oil, Tomato Sauce",0.1
"Eggs, Milk, Pasta, Tomato Sauce",0.2
"Eggs, Olive Oil, Pasta, Tomato Sauce",0.1
"Milk, Olive Oil, Pasta, Rice",0.1
"Milk, Olive Oil, Pasta, Tomato Sauce",0.2
"Milk, Olive Oil, Rice, Tomato Sauce",0.1
"Milk, Pasta, Rice, Tomato Sauce",0.1
"Olive Oil, Pasta, Rice, Tomato Sauce",0.2
"Bread, Butter, Cheese, Chicken, Eggs",0.1
"Bread, Butter, Cheese, Chicken, Milk",0.1
"Bread, Butter, Cheese, Chicken, Rice",0.1
"Bread, Butter, Cheese, Chicken, Tomato Sauce",0.1
"Bread, Butter, Cheese, Eggs, Milk",0.1
"Bread, Butter, Cheese, Eggs, Tomato Sauce",0.1
"Bread, Butter, Cheese, Milk, Tomato Sauce",0.1
"Bread, Butter, Chicken, Eggs, Milk",0.1
"Bread, Butter, Chicken, Eggs, Tomato Sauce",0.1
"Bread, Butter, Chicken, Milk, Tomato Sauce",0.1
"Bread, Butter, Eggs, Milk, Tomato Sauce",0.1
"Bread, Cheese, Chicken, Eggs, Milk",0.1
"Bread, Cheese, Chicken, Eggs, Tomato Sauce",0.1
"Bread, Cheese, Chicken, Milk, Tomato Sauce",0.1
"Bread, Cheese, Eggs, Milk, Pasta",0.1
"Bread, Cheese, Eggs, Milk, Tomato Sauce",0.2
"Bread, Cheese, Eggs, Pasta, Tomato Sauce",0.1
"Bread, Cheese, Milk, Pasta, Tomato Sauce",0.1
"Bread, Chicken, Eggs, Milk, Tomato Sauce",0.1
"Bread, Eggs, Milk, Pasta, Tomato Sauce",0.1
"Butter, Cheese, Chicken, Eggs, Milk",0.1
"Butter, Cheese, Chicken, Eggs, Tomato Sauce",0.1
"Butter, Cheese, Chicken, Milk, Tomato Sauce",0.1
"Butter, Cheese, Chicken, Olive Oil, Pasta",0.1
"Butter, Cheese, Chicken, Olive Oil, Rice",0.1
"Butter, Cheese, Chicken, Pasta, Rice",0.1
"Butter, Cheese, Eggs, Milk, Tomato Sauce",0.1
"Butter, Cheese, Olive Oil, Pasta, Rice",0.1
"Butter, Chicken, Eggs, Milk, Tomato Sauce",0.1
"Butter, Chicken, Milk, Olive Oil, Pasta",0.1
"Butter, Chicken, Milk, Olive Oil, Rice",0.1
"Butter, Chicken, Milk, Olive Oil, Tomato Sauce",0.1
"Butter, Chicken, Milk, Pasta, Rice",0.1
"Butter, Chicken, Milk, Pasta, Tomato Sauce",0.1
"Butter, Chicken, Milk, Rice, Tomato Sauce",0.1
"Butter, Chicken, Olive Oil, Pasta, Rice",0.2
"Butter, Chicken, Olive Oil, Pasta, Tomato Sauce",0.1
"Butter, Chicken, Olive Oil, Rice, Tomato Sauce",0.1
"Butter, Chicken, Pasta, Rice, Tomato Sauce",0.1
"Butter, Milk, Olive Oil, Pasta, Rice",0.1
"Butter, Milk, Olive Oil, Pasta, Tomato Sauce",0.1
"Butter, Milk, Olive Oil, Rice, Tomato Sauce",0.1
"Butter, Milk, Pasta, Rice, Tomato Sauce",0.1
"Butter, Olive Oil, Pasta, Rice, Tomato Sauce",0.1
"Cheese, Chicken, Eggs, Milk, Tomato Sauce",0.1
"Cheese, Chicken, Olive Oil, Pasta, Rice",0.1
"Cheese, Eggs, Milk, Pasta, Tomato Sauce",0.1
"Chicken, Milk, Olive Oil, Pasta, Rice",0.1
"Chicken, Milk, Olive Oil, Pasta, Tomato Sauce",0.1
"Chicken, Milk, Olive Oil, Rice, Tomato Sauce",0.1
"Chicken, Milk, Pasta, Rice, Tomato Sauce",0.1
"Chicken, Olive Oil, Pasta, Rice, Tomato Sauce",0.1
"Eggs, Milk, Olive Oil, Pasta, Tomato Sauce",0.1
"Milk, Olive Oil, Pasta, Rice, Tomato Sauce",0.1
"Bread, Butter, Cheese, Chicken, Eggs, Milk",0.1
"Bread, Butter, Cheese, Chicken, Eggs, Tomato Sauce",0.1
"Bread, Butter, Cheese, Chicken, Milk, Tomato Sauce",0.1
"Bread, Butter, Cheese, Eggs, Milk, Tomato Sauce",0.1
"Bread, Butter, Chicken, Eggs, Milk, Tomato Sauce",0.1
"Bread, Cheese, Chicken, Eggs, Milk, Tomato Sauce",0.1
"Bread, Cheese, Eggs, Milk, Pasta, Tomato Sauce",0.1
"Butter, Cheese, Chicken, Eggs, Milk, Tomato Sauce",0.1
"Butter, Cheese, Chicken, Olive Oil, Pasta, Rice",0.1
"Butter, Chicken, Milk, Olive Oil, Pasta, Rice",0.1
"Butter, Chicken, Milk, Olive Oil, Pasta, Tomato Sauce",0.1
"Butter, Chicken, Milk, Olive Oil, Rice, Tomato Sauce",0.1
"Butter, Chicken, Milk, Pasta, Rice, Tomato Sauce",0.1
"Butter, Chicken, Olive Oil, Pasta, Rice, Tomato Sauce",0.1
"Butter, Milk, Olive Oil, Pasta, Rice, Tomato Sauce",0.1
"Chicken, Milk, Olive Oil, Pasta, Rice, Tomato Sauce",0.1
"Bread, Butter, Cheese, Chicken, Eggs, Milk, Tomato Sauce",0.1
"Butter, Chicken, Milk, Olive Oil, Pasta, Rice, Tomato Sauce",0.1
