Antecedent,Consequent,Support,Confidence
Tomato Sauce,Olive Oil,0.3,0.6
Pasta,Rice,0.3,0.6
Rice,Pasta,0.3,0.6
Pasta,Tomato Sauce,0.4,0.8
Tomato Sauce,Pasta,0.4,0.8
Rice,Tomato Sauce,0.2,0.4
Tomato Sauce,Rice,0.2,0.4
Bread,"Butter, Cheese",0.3,0.6
Cheese,"Bread, Butter",0.3,0.6
Butter,"Bread, Cheese",0.3,0.6
"Bread, Cheese",Butter,0.3,0.75
"Bread, Butter",Cheese,0.3,1.0
"Butter, Cheese",Bread,0.3,0.75
Chicken,"Bread, Butter",0.2,0.4
Bread,"Butter, Chicken",0.2,0.4
Butter,"Bread, Chicken",0.2,0.4
"Bread, Chicken",Butter,0.2,1.0
"Butter, Chicken",Bread,0.2,0.5
"Bread, Butter",Chicken,0.2,0.667
Bread,"Butter, Eggs",0.2,0.4
Eggs,"Bread, Butter",0.2,0.4
Butter,"Bread, Eggs",0.2,0.4
"Bread, Eggs",Butter,0.2,0.5
"Bread, Butter",Eggs,0.2,0.667
"Butter, Eggs",Bread,0.2,1.0
"Butter, Milk",Bread,0.1,0.5
"Bread, Rice",Butter,0.1,1.0
"Bread, Tomato Sauce",Butter,0.1,0.5
"Butter, Tomato Sauce",Bread,0.1,0.5
Chicken,"Bread, Cheese",0.2,0.4
Bread,"Cheese, Chicken",0.2,0.4
Cheese,"Bread, Chicken",0.2,0.4
"Bread, Chicken",Cheese,0.2,1.0
"Cheese, Chicken",Bread,0.2,0.667
"Bread, Cheese",Chicken,0.2,0.5
Bread,"Cheese, Eggs",0.3,0.6
Cheese,"Bread, Eggs",0.3,0.6
Eggs,"Bread, Cheese",0.3,0.6
"Bread, Cheese",Eggs,0.3,0.75
"Bread, Eggs",Cheese,0.3,0.75
"Cheese, Eggs",Bread,0.3,1.0
Bread,"Cheese, Milk",0.2,0.4
Milk,"Bread, Cheese",0.2,0.4
Cheese,"Bread, Milk",0.2,0.4
"Bread, Milk",Cheese,0.2,0.667
"Bread, Cheese",Milk,0.2,0.5
"Cheese, Milk",Bread,0.2,1.0
"Bread, Pasta",Cheese,0.1,1.0
"Cheese, Pasta",Bread,0.1,0.5
"Bread, Rice",Cheese,0.1,1.0
"Cheese, Rice",Bread,0.1,0.5
Bread,"Cheese, Tomato Sauce",0.2,0.4
Cheese,"Bread, Tomato Sauce",0.2,0.4
Tomato Sauce,"Bread, Cheese",0.2,0.4
"Bread, Cheese",Tomato Sauce,0.2,0.5
"Bread, Tomato Sauce",Cheese,0.2,1.0
"Cheese, Tomato Sauce",Bread,0.2,1.0
"Bread, Chicken",Eggs,0.1,0.5
"Chicken, Eggs",Bread,0.1,1.0
"Bread, Chicken",Milk,0.1,0.5
"Chicken, Milk",Bread,0.1,0.5
"Bread, Chicken",Rice,0.1,0.5
"Bread, Rice",Chicken,0.1,1.0
"Bread, Chicken",Tomato Sauce,0.1,0.5
"Chicken, Tomato Sauce",Bread,0.1,0.5
"Bread, Tomato Sauce",Chicken,0.1,0.5
Bread,"Eggs, Milk",0.3,0.6
Milk,"Bread, Eggs",0.3,0.6
Eggs,"Bread, Milk",0.3,0.6
"Bread, Milk",Eggs,0.3,1.0
"Bread, Eggs",Milk,0.3,0.75
"Eggs, Milk",Bread,0.3,0.75
"Bread, Pasta",Eggs,0.1,1.0
"Eggs, Pasta",Bread,0.1,0.5
Bread,"Eggs, Tomato Sauce",0.2,0.4
Eggs,"Bread, Tomato Sauce",0.2,0.4
Tomato Sauce,"Bread, Eggs",0.2,0.4
"Bread, Eggs",Tomato Sauce,0.2,0.5
"Bread, Tomato Sauce",Eggs,0.2,1.0
"Eggs, Tomato Sauce",Bread,0.2,0.667
"Bread, Pasta",Milk,0.1,1.0
Bread,"Milk, Tomato Sauce",0.2,0.4
Milk,"Bread, Tomato Sauce",0.2,0.4
Tomato Sauce,"Bread, Milk",0.2,0.4
"Bread, Milk",Tomato Sauce,0.2,0.667
"Bread, Tomato Sauce",Milk,0.2,1.0
"Milk, Tomato Sauce",Bread,0.2,0.5
"Bread, Pasta",Tomato Sauce,0.1,1.0
"Bread, Tomato Sauce",Pasta,0.1,0.5
Chicken,"Butter, Cheese",0.3,0.6
Cheese,"Butter, Chicken",0.3,0.6
Butter,"Cheese, Chicken",0.3,0.6
"Cheese, Chicken",Butter,0.3,1.0
"Butter, Chicken",Cheese,0.3,0.75
"Butter, Cheese",Chicken,0.3,0.75
Eggs,"Butter, Cheese",0.2,0.4
Cheese,"Butter, Eggs",0.2,0.4
Butter,"Cheese, Eggs",0.2,0.4
"Cheese, Eggs",Butter,0.2,0.667
"Butter, Eggs",Cheese,0.2,1.0
"Butter, Cheese",Eggs,0.2,0.5
"Cheese, Milk",Butter,0.1,0.5
"Butter, Milk",Cheese,0.1,0.5
"Cheese, Olive Oil",Butter,0.1,1.0
"Butter, Olive Oil",Cheese,0.1,0.5
"Cheese, Pasta",Butter,0.1,0.5
"Butter, Pasta",Cheese,0.1,0.5
Rice,"Butter, Cheese",0.2,0.4
Cheese,"Butter, Rice",0.2,0.4
Butter,"Cheese, Rice",0.2,0.4
"Cheese, Rice",Butter,0.2,1.0
"Butter, Rice",Cheese,0.2,0.667
"Butter, Cheese",Rice,0.2,0.5
"Cheese, Tomato Sauce",Butter,0.1,0.5
"Butter, Tomato Sauce",Cheese,0.1,0.5
"Chicken, Eggs",Butter,0.1,1.0
"Butter, Eggs",Chicken,0.1,0.5
Chicken,"Butter, Milk",0.2,0.4
Milk,"Butter, Chicken",0.2,0.4
Butter,"Chicken, Milk",0.2,0.4
"Chicken, Milk",Butter,0.2,1.0
"Butter, Chicken",Milk,0.2,0.5
"Butter, Milk",Chicken,0.2,1.0
Chicken,"Butter, Olive Oil",0.2,0.4
Olive Oil,"Butter, Chicken",0.2,0.4
Butter,"Chicken, Olive Oil",0.2,0.4
"Chicken, Olive Oil",Butter,0.2,0.667
"Butter, Chicken",Olive Oil,0.2,0.5
"Butter, Olive Oil",Chicken,0.2,1.0
Chicken,"Butter, Pasta",0.2,0.4
Pasta,"Butter, Chicken",0.2,0.4
Butter,"Chicken, Pasta",0.2,0.4
"Chicken, Pasta",Butter,0.2,1.0
"Butter, Chicken",Pasta,0.2,0.5
"Butter, Pasta",Chicken,0.2,1.0
Chicken,"Butter, Rice",0.3,0.6
Rice,"Butter, Chicken",0.3,0.6
Butter,"Chicken, Rice",0.3,0.6
"Chicken, Rice",Butter,0.3,0.75
"Butter, Chicken",Rice,0.3,0.75
"Butter, Rice",Chicken,0.3,1.0
Chicken,"Butter, Tomato Sauce",0.2,0.4
Butter,"Chicken, Tomato Sauce",0.2,0.4
Tomato Sauce,"Butter, Chicken",0.2,0.4
"Butter, Chicken",Tomato Sauce,0.2,0.5
"Chicken, Tomato Sauce",Butter,0.2,1.0
"Butter, Tomato Sauce",Chicken,0.2,1.0
"Butter, Eggs",Milk,0.1,0.5
"Butter, Milk",Eggs,0.1,0.5
"Butter, Eggs",Tomato Sauce,0.1,0.5
"Butter, Tomato Sauce",Eggs,0.1,0.5
"Milk, Olive Oil",Butter,0.1,0.5
"Butter, Olive Oil",Milk,0.1,0.5
"Butter, Milk",Olive Oil,0.1,0.5
"Butter, Pasta",Milk,0.1,0.5
"Butter, Milk",Pasta,0.1,0.5
"Milk, Rice",Butter,0.1,1.0
"Butter, Milk",Rice,0.1,0.5
Milk,"Butter, Tomato Sauce",0.2,0.4
Butter,"Milk, Tomato Sauce",0.2,0.4
Tomato Sauce,"Butter, Milk",0.2,0.4
"Butter, Milk",Tomato Sauce,0.2,1.0
"Milk, Tomato Sauce",Butter,0.2,0.5
"Butter, Tomato Sauce",Milk,0.2,1.0
Olive Oil,"Butter, Pasta",0.2,0.4
Pasta,"Butter, Olive Oil",0.2,0.4
Butter,"Olive Oil, Pasta",0.2,0.4
"Olive Oil, Pasta",Butter,0.2,0.5
"Butter, Olive Oil",Pasta,0.2,1.0
"Butter, Pasta",Olive Oil,0.2,1.0
Olive Oil,"Butter, Rice",0.2,0.4
Rice,"Butter, Olive Oil",0.2,0.4
Butter,"Olive Oil, Rice",0.2,0.4
"Olive Oil, Rice",Butter,0.2,0.5
"Butter, Olive Oil",Rice,0.2,1.0
"Butter, Rice",Olive Oil,0.2,0.667
"Butter, Olive Oil",Tomato Sauce,0.1,0.5
"Butter, Tomato Sauce",Olive Oil,0.1,0.5
Pasta,"Butter, Rice",0.2,0.4
Butter,"Pasta, Rice",0.2,0.4
Rice,"Butter, Pasta",0.2,0.4
"Butter, Pasta",Rice,0.2,1.0
"Pasta, Rice",Butter,0.2,0.667
"Butter, Rice",Pasta,0.2,0.667
"Butter, Pasta",Tomato Sauce,0.1,0.5
"Butter, Tomato Sauce",Pasta,0.1,0.5
"Rice, Tomato Sauce",Butter,0.1,0.5
"Butter, Tomato Sauce",Rice,0.1,0.5
"Chicken, Eggs",Cheese,0.1,1.0
"Chicken, Milk",Cheese,0.1,0.5
"Cheese, Milk",Chicken,0.1,0.5
"Cheese, Olive Oil",Chicken,0.1,1.0
"Chicken, Pasta",Cheese,0.1,0.5
"Cheese, Pasta",Chicken,0.1,0.5
Chicken,"Cheese, Rice",0.2,0.4
Rice,"Cheese, Chicken",0.2,0.4
Cheese,"Chicken, Rice",0.2,0.4
"Chicken, Rice",Cheese,0.2,0.5
"Cheese, Chicken",Rice,0.2,0.667
"Cheese, Rice",Chicken,0.2,1.0
"Chicken, Tomato Sauce",Cheese,0.1,0.5
"Cheese, Tomato Sauce",Chicken,0.1,0.5
Milk,"Cheese, Eggs",0.2,0.4
Cheese,"Eggs, Milk",0.2,0.4
Eggs,"Cheese, Milk",0.2,0.4
"Cheese, Milk",Eggs,0.2,1.0
"Eggs, Milk",Cheese,0.2,0.5
"Cheese, Eggs",Milk,0.2,0.667
"Cheese, Pasta",Eggs,0.1,0.5
"Eggs, Pasta",Cheese,0.1,0.5
Cheese,"Eggs, Tomato Sauce",0.2,0.4
Eggs,"Cheese, Tomato Sauce",0.2,0.4
Tomato Sauce,"Cheese, Eggs",0.2,0.4
"Cheese, Eggs",Tomato Sauce,0.2,0.667
"Cheese, Tomato Sauce",Eggs,0.2,1.0
"Eggs, Tomato Sauce",Cheese,0.2,0.667
"Cheese, Pasta",Milk,0.1,0.5
"Cheese, Milk",Pasta,0.1,0.5
Milk,"Cheese, Tomato Sauce",0.2,0.4
Cheese,"Milk, Tomato Sauce",0.2,0.4
Tomato Sauce,"Cheese, Milk",0.2,0.4
"Cheese, Milk",Tomato Sauce,0.2,1.0
"Milk, Tomato Sauce",Cheese,0.2,0.5
"Cheese, Tomato Sauce",Milk,0.2,1.0
"Cheese, Olive Oil",Pasta,0.1,1.0
"Cheese, Pasta",Olive Oil,0.1,0.5
"Cheese, Olive Oil",Rice,0.1,1.0
"Cheese, Rice",Olive Oil,0.1,0.5
"Cheese, Pasta",Rice,0.1,0.5
"Cheese, Rice",Pasta,0.1,0.5
"Cheese, Pasta",Tomato Sauce,0.1,0.5
"Cheese, Tomato Sauce",Pasta,0.1,0.5
"Chicken, Milk",Eggs,0.1,0.5
"Chicken, Eggs",Milk,0.1,1.0
"Chicken, Eggs",Tomato Sauce,0.1,1.0
"Chicken, Tomato Sauce",Eggs,0.1,0.5
"Chicken, Milk",Olive Oil,0.1,0.5
"Milk, Olive Oil",Chicken,0.1,0.5
"Chicken, Pasta",Milk,0.1,0.5
"Chicken, Milk",Pasta,0.1,0.5
"Chicken, Milk",Rice,0.1,0.5
"Milk, Rice",Chicken,0.1,1.0
Chicken,"Milk, Tomato Sauce",0.2,0.4
Milk,"Chicken, Tomato Sauce",0.2,0.4
Tomato Sauce,"Chicken, Milk",0.2,0.4
"Chicken, Milk",Tomato Sauce,0.2,1.0
"Chicken, Tomato Sauce",Milk,0.2,1.0
"Milk, Tomato Sauce",Chicken,0.2,0.5
Chicken,"Olive Oil, Pasta",0.2,0.4
Olive Oil,"Chicken, Pasta",0.2,0.4
Pasta,"Chicken, Olive Oil",0.2,0.4
"Chicken, Olive Oil",Pasta,0.2,0.667
"Chicken, Pasta",Olive Oil,0.2,1.0
"Olive Oil, Pasta",Chicken,0.2,0.5
Chicken,"Olive Oil, Rice",0.3,0.6
Olive Oil,"Chicken, Rice",0.3,0.6
Rice,"Chicken, Olive Oil",0.3,0.6
"Chicken, Olive Oil",Rice,0.3,1.0
"Chicken, Rice",Olive Oil,0.3,0.75
"Olive Oil, Rice",Chicken,0.3,0.75
"Chicken, Tomato Sauce",Olive Oil,0.1,0.5
Chicken,"Pasta, Rice",0.2,0.4
Pasta,"Chicken, Rice",0.2,0.4
Rice,"Chicken, Pasta",0.2,0.4
"Chicken, Pasta",Rice,0.2,1.0
"Chicken, Rice",Pasta,0.2,0.5
"Pasta, Rice",Chicken,0.2,0.667
"Chicken, Pasta",Tomato Sauce,0.1,0.5
"Chicken, Tomato Sauce",Pasta,0.1,0.5
"Chicken, Tomato Sauce",Rice,0.1,0.5
"Rice, Tomato Sauce",Chicken,0.1,0.5
"Milk, Olive Oil",Eggs,0.1,0.5
"Eggs, Olive Oil",Milk,0.1,1.0
Pasta,"Eggs, Milk",0.2,0.4
Milk,"Eggs, Pasta",0.2,0.4
Eggs,"Milk, Pasta",0.2,0.4
"Milk, Pasta",Eggs,0.2,0.667
"Eggs, Pasta",Milk,0.2,1.0
"Eggs, Milk",Pasta,0.2,0.5
Milk,"Eggs, Tomato Sauce",0.3,0.6
Eggs,"Milk, Tomato Sauce",0.3,0.6
Tomato Sauce,"Eggs, Milk",0.3,0.6
"Eggs, Milk",Tomato Sauce,0.3,0.75
"Milk, Tomato Sauce",Eggs,0.3,0.75
"Eggs, Tomato Sauce",Milk,0.3,1.0
"Eggs, Olive Oil",Pasta,0.1,1.0
"Eggs, Pasta",Olive Oil,0.1,0.5
"Eggs, Olive Oil",Tomato Sauce,0.1,1.0
Pasta,"Eggs, Tomato Sauce",0.2,0.4
Eggs,"Pasta, Tomato Sauce",0.2,0.4
Tomato Sauce,"Eggs, Pasta",0.2,0.4
"Eggs, Pasta",Tomato Sauce,0.2,1.0
"Pasta, Tomato Sauce",Eggs,0.2,0.5
"Eggs, Tomato Sauce",Pasta,0.2,0.667
Olive Oil,"Milk, Pasta",0.2,0.4
Pasta,"Milk, Olive Oil",0.2,0.4
Milk,"Olive Oil, Pasta",0.2,0.4
"Olive Oil, Pasta",Milk,0.2,0.5
"Milk, Olive Oil",Pasta,0.2,1.0
"Milk, Pasta",Olive Oil,0.2,0.667
"Milk, Olive Oil",Rice,0.1,0.5
"Milk, Rice",Olive Oil,0.1,1.0
Olive Oil,"Milk, Tomato Sauce",0.2,0.4
Milk,"Olive Oil, Tomato Sauce",0.2,0.4
Tomato Sauce,"Milk, Olive Oil",0.2,0.4
"Milk, Olive Oil",Tomato Sauce,0.2,1.0
"Olive Oil, Tomato Sauce",Milk,0.2,0.667
"Milk, Tomato Sauce",Olive Oil,0.2,0.5
"Milk, Rice",Pasta,0.1,1.0
Pasta,"Milk, Tomato Sauce",0.3,0.6
Milk,"Pasta, Tomato Sauce",0.3,0.6
Tomato Sauce,"Milk, Pasta",0.3,0.6
"Milk, Pasta",Tomato Sauce,0.3,1.0
"Pasta, Tomato Sauce",Milk,0.3,0.75
"Milk, Tomato Sauce",Pasta,0.3,0.75
"Milk, Rice",Tomato Sauce,0.1,1.0
"Rice, Tomato Sauce",Milk,0.1,0.5
Olive Oil,"Pasta, Rice",0.3,0.6
Pasta,"Olive Oil, Rice",0.3,0.6
Rice,"Olive Oil, Pasta",0.3,0.6
"Olive Oil, Pasta",Rice,0.3,0.75
"Olive Oil, Rice",Pasta,0.3,0.75
"Pasta, Rice",Olive Oil,0.3,1.0
Olive Oil,"Pasta, Tomato Sauce",0.3,0.6
Pasta,"Olive Oil, Tomato Sauce",0.3,0.6
Tomato Sauce,"Olive Oil, Pasta",0.3,0.6
"Olive Oil, Pasta",Tomato Sauce,0.3,0.75
"Olive Oil, Tomato Sauce",Pasta,0.3,1.0
"Pasta, Tomato Sauce",Olive Oil,0.3,0.75
Olive Oil,"Rice, Tomato Sauce",0.2,0.4
Rice,"Olive Oil, Tomato Sauce",0.2,0.4
Tomato Sauce,"Olive Oil, Rice",0.2,0.4
"Olive Oil, Rice",Tomato Sauce,0.2,0.5
"Olive Oil, Tomato Sauce",Rice,0.2,0.667
"Rice, Tomato Sauce",Olive Oil,0.2,1.0
Tomato Sauce,"Pasta, Rice",0.2,0.4
Pasta,"Rice, Tomato Sauce",0.2,0.4
Rice,"Pasta, Tomato Sauce",0.2,0.4
"Pasta, Tomato Sauce",Rice,0.2,0.5
"Rice, Tomato Sauce",Pasta,0.2,1.0
"Pasta, Rice",Tomato Sauce,0.2,0.667
Chicken,"Bread, Butter, Cheese",0.2,0.4
Bread,"Butter, Cheese, Chicken",0.2,0.4
Cheese,"Bread, Butter, Chicken",0.2,0.4
Butter,"Bread, Cheese, Chicken",0.2,0.4
"Bread, Chicken","Butter, Cheese",0.2,1.0
"Cheese, Chicken","Bread, Butter",0.2,0.667
"Butter, Chicken","Bread, Cheese",0.2,0.5
"Bread, Cheese","Butter, Chicken",0.2,0.5
"Bread, Butter","Cheese, Chicken",0.2,0.667
"Butter, Cheese","Bread, Chicken",0.2,0.5
"Bread, Cheese, Chicken",Butter,0.2,1.0
"Bread, Butter, Chicken",Cheese,0.2,1.0
"Butter, Cheese, Chicken",Bread,0.2,0.667
"Bread, Butter, Cheese",Chicken,0.2,0.667
Bread,"Butter, Cheese, Eggs",0.2,0.4
Eggs,"Bread, Butter, Cheese",0.2,0.4
Cheese,"Bread, Butter, Eggs",0.2,0.4
Butter,"Bread, Cheese, Eggs",0.2,0.4
"Bread, Eggs","Butter, Cheese",0.2,0.5
"Bread, Cheese","Butter, Eggs",0.2,0.5
"Bread, Butter","Cheese, Eggs",0.2,0.667
"Cheese, Eggs","Bread, Butter",0.2,0.667
"Butter, Eggs","Bread, Cheese",0.2,1.0
"Butter, Cheese","Bread, Eggs",0.2,0.5
"Bread, Cheese, Eggs",Butter,0.2,0.667
"Bread, Butter, Eggs",Cheese,0.2,1.0
"Bread, Butter, Cheese",Eggs,0.2,0.667
"Butter, Cheese, Eggs",Bread,0.2,1.0
"Cheese, Milk","Bread, Butter",0.1,0.5
"Butter, Milk","Bread, Cheese",0.1,0.5
"Bread, Cheese, Milk",Butter,0.1,0.5
"Bread, Butter, Milk",Cheese,0.1,1.0
"Butter, Cheese, Milk",Bread,0.1,1.0
"Bread, Rice","Butter, Cheese",0.1,1.0
"Cheese, Rice","Bread, Butter",0.1,0.5
"Bread, Cheese, Rice",Butter,0.1,1.0
"Bread, Butter, Rice",Cheese,0.1,1.0
"Butter, Cheese, Rice",Bread,0.1,0.5
"Bread, Tomato Sauce","Butter, Cheese",0.1,0.5
"Cheese, Tomato Sauce","Bread, Butter",0.1,0.5
"Butter, Tomato Sauce","Bread, Cheese",0.1,0.5
"Bread, Cheese, Tomato Sauce",Butter,0.1,0.5
"Bread, Butter, Tomato Sauce",Cheese,0.1,1.0
"Butter, Cheese, Tomato Sauce",Bread,0.1,1.0
"Bread, Chicken","Butter, Eggs",0.1,0.5
"Chicken, Eggs","Bread, Butter",0.1,1.0
"Butter, Eggs","Bread, Chicken",0.1,0.5
"Bread, Chicken, Eggs",Butter,0.1,1.0
"Bread, Butter, Chicken",Eggs,0.1,0.5
"Butter, Chicken, Eggs",Bread,0.1,1.0
"Bread, Butter, Eggs",Chicken,0.1,0.5
"Bread, Chicken","Butter, Milk",0.1,0.5
"Chicken, Milk","Bread, Butter",0.1,0.5
"Butter, Milk","Bread, Chicken",0.1,0.5
"Bread, Chicken, Milk",Butter,0.1,1.0
"Bread, Butter, Chicken",Milk,0.1,0.5
"Butter, Chicken, Milk",Bread,0.1,0.5
"Bread, Butter, Milk",Chicken,0.1,1.0
"Bread, Chicken","Butter, Rice",0.1,0.5
"Bread, Rice","Butter, Chicken",0.1,1.0
"Bread, Chicken, Rice",Butter,0.1,1.0
"Bread, Butter, Chicken",Rice,0.1,0.5
"Bread, Butter, Rice",Chicken,0.1,1.0
"Bread, Chicken","Butter, Tomato Sauce",0.1,0.5
"Chicken, Tomato Sauce","Bread, Butter",0.1,0.5
"Bread, Tomato Sauce","Butter, Chicken",0.1,0.5
"Butter, Tomato Sauce","Bread, Chicken",0.1,0.5
"Bread, Butter, Chicken",Tomato Sauce,0.1,0.5
"Bread, Chicken, Tomato Sauce",Butter,0.1,1.0
"Butter, Chicken, Tomato Sauce",Bread,0.1,0.5
"Bread, Butter, Tomato Sauce",Chicken,0.1,1.0
"Butter, Eggs","Bread, Milk",0.1,0.5
"Butter, Milk","Bread, Eggs",0.1,0.5
"Bread, Butter, Eggs",Milk,0.1,0.5
"Bread, Butter, Milk",Eggs,0.1,1.0
"Butter, Eggs, Milk",Bread,0.1,1.0
"Bread, Tomato Sauce","Butter, Eggs",0.1,0.5
"Butter, Eggs","Bread, Tomato Sauce",0.1,0.5
"Butter, Tomato Sauce","Bread, Eggs",0.1,0.5
"Bread, Butter, Eggs",Tomato Sauce,0.1,0.5
"Bread, Eggs, Tomato Sauce",Butter,0.1,0.5
"Bread, Butter, Tomato Sauce",Eggs,0.1,1.0
"Butter, Eggs, Tomato Sauce",Bread,0.1,1.0
"Bread, Tomato Sauce","Butter, Milk",0.1,0.5
"Butter, Milk","Bread, Tomato Sauce",0.1,0.5
"Butter, Tomato Sauce","Bread, Milk",0.1,0.5
"Bread, Butter, Milk",Tomato Sauce,0.1,1.0
"Bread, Milk, Tomato Sauce",Butter,0.1,0.5
"Bread, Butter, Tomato Sauce",Milk,0.1,1.0
"Butter, Milk, Tomato Sauce",Bread,0.1,0.5
"Bread, Chicken","Cheese, Eggs",0.1,0.5
"Chicken, Eggs","Bread, Cheese",0.1,1.0
"Bread, Cheese, Chicken",Eggs,0.1,0.5
"Bread, Chicken, Eggs",Cheese,0.1,1.0
"Cheese, Chicken, Eggs",Bread,0.1,1.0
"Bread, Chicken","Cheese, Milk",0.1,0.5
"Chicken, Milk","Bread, Cheese",0.1,0.5
"Cheese, Milk","Bread, Chicken",0.1,0.5
"Bread, Chicken, Milk",Cheese,0.1,1.0
"Bread, Cheese, Chicken",Milk,0.1,0.5
"Cheese, Chicken, Milk",Bread,0.1,1.0
"Bread, Cheese, Milk",Chicken,0.1,0.5
"Bread, Chicken","Cheese, Rice",0.1,0.5
"Bread, Rice","Cheese, Chicken",0.1,1.0
"Cheese, Rice","Bread, Chicken",0.1,0.5
"Bread, Chicken, Rice",Cheese,0.1,1.0
"Bread, Cheese, Chicken",Rice,0.1,0.5
"Cheese, Chicken, Rice",Bread,0.1,0.5
"Bread, Cheese, Rice",Chicken,0.1,1.0
"Bread, Chicken","Cheese, Tomato Sauce",0.1,0.5
"Chicken, Tomato Sauce","Bread, Cheese",0.1,0.5
"Bread, Tomato Sauce","Cheese, Chicken",0.1,0.5
"Cheese, Tomato Sauce","Bread, Chicken",0.1,0.5
"Bread, Cheese, Chicken",Tomato Sauce,0.1,0.5
"Bread, Chicken, Tomato Sauce",Cheese,0.1,1.0
"Cheese, Chicken, Tomato Sauce",Bread,0.1,1.0
"Bread, Cheese, Tomato Sauce",Chicken,0.1,0.5
Bread,"Cheese, Eggs, Milk",0.2,0.4
Milk,"Bread, Cheese, Eggs",0.2,0.4
Cheese,"Bread, Eggs, Milk",0.2,0.4
Eggs,"Bread, Cheese, Milk",0.2,0.4
"Bread, Milk","Cheese, Eggs",0.2,0.667
"Bread, Cheese","Eggs, Milk",0.2,0.5
"Bread, Eggs","Cheese, Milk",0.2,0.5
"Cheese, Milk","Bread, Eggs",0.2,1.0
"Eggs, Milk","Bread, Cheese",0.2,0.5
"Cheese, Eggs","Bread, Milk",0.2,0.667
"Bread, Cheese, Milk",Eggs,0.2,1.0
"Bread, Eggs, Milk",Cheese,0.2,0.667
"Bread, Cheese, Eggs",Milk,0.2,0.667
"Cheese, Eggs, Milk",Bread,0.2,1.0
"Bread, Pasta","Cheese, Eggs",0.1,1.0
"Cheese, Pasta","Bread, Eggs",0.1,0.5
"Eggs, Pasta","Bread, Cheese",0.1,0.5
"Bread, Cheese, Pasta",Eggs,0.1,1.0
"Bread, Eggs, Pasta",Cheese,0.1,1.0
"Cheese, Eggs, Pasta",Bread,0.1,1.0
Bread,"Cheese, Eggs, Tomato Sauce",0.2,0.4
Cheese,"Bread, Eggs, Tomato Sauce",0.2,0.4
Eggs,"Bread, Cheese, Tomato Sauce",0.2,0.4
Tomato Sauce,"Bread, Cheese, Eggs",0.2,0.4
"Bread, Cheese","Eggs, Tomato Sauce",0.2,0.5
"Bread, Eggs","Cheese, Tomato Sauce",0.2,0.5
"Bread, Tomato Sauce","Cheese, Eggs",0.2,1.0
"Cheese, Eggs","Bread, Tomato Sauce",0.2,0.667
"Cheese, Tomato Sauce","Bread, Eggs",0.2,1.0
"Eggs, Tomato Sauce","Bread, Cheese",0.2,0.667
"Bread, Cheese, Eggs",Tomato Sauce,0.2,0.667
"Bread, Cheese, Tomato Sauce",Eggs,0.2,1.0
"Bread, Eggs, Tomato Sauce",Cheese,0.2,1.0
"Cheese, Eggs, Tomato Sauce",Bread,0.2,1.0
"Bread, Pasta","Cheese, Milk",0.1,1.0
