antecedents,consequents,support,confidence,lift
"Shorts, Track Pants","Running Shoes, Training Shirt",0.1,0.5,1.6666666666666667
"Running Shoes, Soccer Shoes, Track Pants",Socks,0.1,1.0,2.0
"Soccer Shoes, Socks, Track Pants",Running Shoes,0.1,0.5,1.0
"Running Shoes, Socks, Track Pants",Soccer Shoes,0.1,1.0,2.0
"Soccer Shoes, Track Pants","Running Shoes, Socks",0.1,0.5,1.6666666666666667
"Running Shoes, Track Pants","Soccer Shoes, Socks",0.1,0.5,1.25
"Running Shoes, Sweatshirt",Track Pants,0.1,1.0,2.0
"Running Shoes, Track Pants",Sweatshirt,0.1,0.5,1.0
"Running Shoes, Sweatshirt",Shorts,0.1,1.0,2.0
"Running Shoes, Shorts",Sweatshirt,0.1,0.5,1.0
"Running Shoes, Sweatshirt",Training Shirt,0.1,1.0,2.0
"Running Shoes, Shorts, Sweatshirt",Track Pants,0.1,1.0,2.0
"Running Shoes, Sweatshirt, Track Pants",Shorts,0.1,1.0,2.0
"Shorts, Sweatshirt, Track Pants",Running Shoes,0.1,0.5,1.0
"Running Shoes, Shorts, Track Pants",Sweatshirt,0.1,1.0,2.0
"Running Shoes, Sweatshirt","Shorts, Track Pants",0.1,1.0,5.0
"Running Shoes, Shorts","Sweatshirt, Track Pants",0.1,0.5,1.6666666666666667
"Running Shoes, Track Pants","Shorts, Sweatshirt",0.1,0.5,1.25
"Shorts, Track Pants","Running Shoes, Sweatshirt",0.1,0.5,5.0
"Running Shoes, Sweatshirt, Training Shirt",Track Pants,0.1,1.0,2.0
"Sweatshirt, Track Pants, Training Shirt",Running Shoes,0.1,0.5,1.0
"Running Shoes, Sweatshirt, Track Pants",Training Shirt,0.1,1.0,2.0
"Running Shoes, Track Pants, Training Shirt",Sweatshirt,0.1,1.0,2.0
"Running Shoes, Sweatshirt","Track Pants, Training Shirt",0.1,1.0,5.0
"Track Pants, Training Shirt","Running Shoes, Sweatshirt",0.1,0.5,5.0
"Running Shoes, Track Pants","Sweatshirt, Training Shirt",0.1,0.5,1.6666666666666667
"Running Shoes, Sweatshirt, Training Shirt",Shorts,0.1,1.0,2.0
"Running Shoes, Shorts, Sweatshirt",Training Shirt,0.1,1.0,2.0
"Running Shoes, Shorts, Training Shirt",Sweatshirt,0.1,0.5,1.0
"Running Shoes, Sweatshirt","Shorts, Training Shirt",0.1,1.0,2.5
"Running Shoes, Shorts","Sweatshirt, Training Shirt",0.1,0.5,1.6666666666666667
"Running Shoes, Sweatshirt, Track Pants, Training Shirt",Shorts,0.1,1.0,2.0
"Running Shoes, Shorts, Sweatshirt, Track Pants",Training Shirt,0.1,1.0,2.0
"Running Shoes, Shorts, Track Pants, Training Shirt",Sweatshirt,0.1,1.0,2.0
"Shorts, Sweatshirt, Track Pants, Training Shirt",Running Shoes,0.1,0.5,1.0
"Running Shoes, Shorts, Sweatshirt, Training Shirt",Track Pants,0.1,1.0,2.0
"Running Shoes, Sweatshirt, Track Pants","Shorts, Training Shirt",0.1,1.0,2.5
"Running Shoes, Track Pants, Training Shirt","Shorts, Sweatshirt",0.1,1.0,2.5
"Running Shoes, Shorts, Track Pants","Sweatshirt, Training Shirt",0.1,1.0,3.3333333333333335
"Sweatshirt, Track Pants, Training Shirt","Running Shoes, Shorts",0.1,0.5,2.5
"Shorts, Sweatshirt, Track Pants","Running Shoes, Training Shirt",0.1,0.5,1.6666666666666667
"Shorts, Track Pants, Training Shirt","Running Shoes, Sweatshirt",0.1,0.5,5.0
"Running Shoes, Sweatshirt, Training Shirt","Shorts, Track Pants",0.1,1.0,5.0
"Running Shoes, Shorts, Sweatshirt","Track Pants, Training Shirt",0.1,1.0,5.0
"Running Shoes, Shorts, Training Shirt","Sweatshirt, Track Pants",0.1,0.5,1.6666666666666667
"Running Shoes, Track Pants","Shorts, Sweatshirt, Training Shirt",0.1,0.5,1.6666666666666667
"Track Pants, Training Shirt","Running Shoes, Shorts, Sweatshirt",0.1,0.5,5.0
"Shorts, Track Pants","Running Shoes, Sweatshirt, Training Shirt",0.1,0.5,5.0
"Running Shoes, Sweatshirt","Shorts, Track Pants, Training Shirt",0.1,1.0,5.0
"Running Shoes, Shorts","Sweatshirt, Track Pants, Training Shirt",0.1,0.5,2.5
Training Shirt,Track Pants,0.2,0.4,0.8
Track Pants,Training Shirt,0.2,0.4,0.8
Hoodie,Socks,0.4,0.8,1.6
Socks,Hoodie,0.4,0.8,1.6
Hoodie,Track Pants,0.4,0.8,1.6
Track Pants,Hoodie,0.4,0.8,1.6
Hoodie,Soccer Shoes,0.3,0.6,1.2
Soccer Shoes,Hoodie,0.3,0.6,1.2
Hoodie,Sweatshirt,0.2,0.4,0.8
Sweatshirt,Hoodie,0.2,0.4,0.8
Hoodie,Training Shirt,0.2,0.4,0.8
Training Shirt,Hoodie,0.2,0.4,0.8
Hoodie,Running Shoes,0.2,0.4,0.8
Running Shoes,Hoodie,0.2,0.4,0.8
"Hoodie, Track Pants",Socks,0.3,0.7499999999999999,1.4999999999999998
"Hoodie, Socks",Track Pants,0.3,0.7499999999999999,1.4999999999999998
"Socks, Track Pants",Hoodie,0.3,1.0,2.0
Hoodie,"Socks, Track Pants",0.3,0.6,2.0
Track Pants,"Hoodie, Socks",0.3,0.6,1.4999999999999998
Socks,"Hoodie, Track Pants",0.3,0.6,1.4999999999999998
"Hoodie, Soccer Shoes",Socks,0.3,1.0,2.0
"Hoodie, Socks",Soccer Shoes,0.3,0.7499999999999999,1.4999999999999998
"Soccer Shoes, Socks",Hoodie,0.3,0.7499999999999999,1.4999999999999998
Hoodie,"Soccer Shoes, Socks",0.3,0.6,1.4999999999999998
Soccer Shoes,"Hoodie, Socks",0.3,0.6,1.4999999999999998
Socks,"Hoodie, Soccer Shoes",0.3,0.6,2.0
"Hoodie, Soccer Shoes",Track Pants,0.2,0.6666666666666667,1.3333333333333335
"Hoodie, Track Pants",Soccer Shoes,0.2,0.5,1.0
"Soccer Shoes, Track Pants",Hoodie,0.2,1.0,2.0
Hoodie,"Soccer Shoes, Track Pants",0.2,0.4,2.0
Soccer Shoes,"Hoodie, Track Pants",0.2,0.4,1.0
Track Pants,"Hoodie, Soccer Shoes",0.2,0.4,1.3333333333333335
"Hoodie, Soccer Shoes, Track Pants",Socks,0.2,1.0,2.0
"Hoodie, Soccer Shoes, Socks",Track Pants,0.2,0.6666666666666667,1.3333333333333335
"Hoodie, Socks, Track Pants",Soccer Shoes,0.2,0.6666666666666667,1.3333333333333335
"Soccer Shoes, Socks, Track Pants",Hoodie,0.2,1.0,2.0
"Hoodie, Soccer Shoes","Socks, Track Pants",0.2,0.6666666666666667,2.2222222222222228
"Hoodie, Track Pants","Soccer Shoes, Socks",0.2,0.5,1.25
"Hoodie, Socks","Soccer Shoes, Track Pants",0.2,0.5,2.5
"Soccer Shoes, Track Pants","Hoodie, Socks",0.2,1.0,2.5
"Soccer Shoes, Socks","Hoodie, Track Pants",0.2,0.5,1.25
"Socks, Track Pants","Hoodie, Soccer Shoes",0.2,0.6666666666666667,2.2222222222222228
Hoodie,"Soccer Shoes, Socks, Track Pants",0.2,0.4,2.0
Soccer Shoes,"Hoodie, Socks, Track Pants",0.2,0.4,1.3333333333333335
Track Pants,"Hoodie, Soccer Shoes, Socks",0.2,0.4,1.3333333333333335
Socks,"Hoodie, Soccer Shoes, Track Pants",0.2,0.4,2.0
"Hoodie, Track Pants",Sweatshirt,0.2,0.5,1.0
"Hoodie, Sweatshirt",Track Pants,0.2,1.0,2.0
"Sweatshirt, Track Pants",Hoodie,0.2,0.6666666666666667,1.3333333333333335
Hoodie,"Sweatshirt, Track Pants",0.2,0.4,1.3333333333333335
Track Pants,"Hoodie, Sweatshirt",0.2,0.4,2.0
Sweatshirt,"Hoodie, Track Pants",0.2,0.4,1.0
"Hoodie, Sweatshirt",Socks,0.1,0.5,1.0
"Socks, Sweatshirt",Hoodie,0.1,1.0,2.0
"Hoodie, Training Shirt",Sweatshirt,0.1,0.5,1.0
"Hoodie, Sweatshirt",Training Shirt,0.1,0.5,1.0
"Hoodie, Sweatshirt, Track Pants",Socks,0.1,0.5,1.0
"Hoodie, Socks, Sweatshirt",Track Pants,0.1,1.0,2.0
"Socks, Sweatshirt, Track Pants",Hoodie,0.1,1.0,2.0
"Hoodie, Sweatshirt","Socks, Track Pants",0.1,0.5,1.6666666666666667
"Socks, Sweatshirt","Hoodie, Track Pants",0.1,1.0,2.5
"Hoodie, Track Pants, Training Shirt",Sweatshirt,0.1,1.0,2.0
"Hoodie, Sweatshirt, Training Shirt",Track Pants,0.1,1.0,2.0
"Hoodie, Sweatshirt, Track Pants",Training Shirt,0.1,0.5,1.0
"Sweatshirt, Track Pants, Training Shirt",Hoodie,0.1,0.5,1.0
"Hoodie, Training Shirt","Sweatshirt, Track Pants",0.1,0.5,1.6666666666666667
"Hoodie, Sweatshirt","Track Pants, Training Shirt",0.1,0.5,2.5
"Track Pants, Training Shirt","Hoodie, Sweatshirt",0.1,0.5,2.5
"Hoodie, Training Shirt",Track Pants,0.1,0.5,1.0
"Track Pants, Training Shirt",Hoodie,0.1,0.5,1.0
"Hoodie, Training Shirt",Running Shoes,0.1,0.5,1.0
"Hoodie, Running Shoes",Training Shirt,0.1,0.5,1.0
"Hoodie, Training Shirt",Soccer Shoes,0.1,0.5,1.0
"Soccer Shoes, Training Shirt",Hoodie,0.1,0.5,1.0
"Hoodie, Training Shirt",Socks,0.1,0.5,1.0
"Socks, Training Shirt",Hoodie,0.1,1.0,2.0
"Hoodie, Soccer Shoes, Training Shirt",Running Shoes,0.1,1.0,2.0
"Hoodie, Running Shoes, Training Shirt",Soccer Shoes,0.1,1.0,2.0
"Hoodie, Running Shoes, Soccer Shoes",Training Shirt,0.1,0.5,1.0
"Running Shoes, Soccer Shoes, Training Shirt",Hoodie,0.1,0.5,1.0
"Hoodie, Training Shirt","Running Shoes, Soccer Shoes",0.1,0.5,1.25
"Hoodie, Running Shoes","Soccer Shoes, Training Shirt",0.1,0.5,2.5
"Soccer Shoes, Training Shirt","Hoodie, Running Shoes",0.1,0.5,2.5
"Hoodie, Soccer Shoes, Training Shirt",Socks,0.1,1.0,2.0
"Hoodie, Socks, Training Shirt",Soccer Shoes,0.1,1.0,2.0
"Soccer Shoes, Socks, Training Shirt",Hoodie,0.1,1.0,2.0
"Hoodie, Training Shirt","Soccer Shoes, Socks",0.1,0.5,1.25
"Soccer Shoes, Training Shirt","Hoodie, Socks",0.1,0.5,1.25
"Socks, Training Shirt","Hoodie, Soccer Shoes",0.1,1.0,3.3333333333333335
"Hoodie, Running Shoes, Training Shirt",Socks,0.1,1.0,2.0
"Hoodie, Socks, Training Shirt",Running Shoes,0.1,1.0,2.0
"Hoodie, Running Shoes, Socks",Training Shirt,0.1,0.5,1.0
"Running Shoes, Socks, Training Shirt",Hoodie,0.1,1.0,2.0
"Hoodie, Training Shirt","Running Shoes, Socks",0.1,0.5,1.6666666666666667
"Hoodie, Running Shoes","Socks, Training Shirt",0.1,0.5,5.0
"Socks, Training Shirt","Hoodie, Running Shoes",0.1,1.0,5.0
"Hoodie, Running Shoes, Soccer Shoes, Socks",Training Shirt,0.1,0.5,1.0
"Hoodie, Running Shoes, Soccer Shoes, Training Shirt",Socks,0.1,1.0,2.0
"Running Shoes, Soccer Shoes, Socks, Training Shirt",Hoodie,0.1,1.0,2.0
"Hoodie, Soccer Shoes, Socks, Training Shirt",Running Shoes,0.1,1.0,2.0
"Hoodie, Running Shoes, Socks, Training Shirt",Soccer Shoes,0.1,1.0,2.0
"Hoodie, Running Shoes, Soccer Shoes","Socks, Training Shirt",0.1,0.5,5.0
"Running Shoes, Soccer Shoes, Training Shirt","Hoodie, Socks",0.1,0.5,1.25
"Hoodie, Soccer Shoes, Training Shirt","Running Shoes, Socks",0.1,1.0,3.3333333333333335
"Soccer Shoes, Socks, Training Shirt","Hoodie, Running Shoes",0.1,1.0,5.0
"Hoodie, Running Shoes, Socks","Soccer Shoes, Training Shirt",0.1,0.5,2.5
"Hoodie, Running Shoes, Training Shirt","Soccer Shoes, Socks",0.1,1.0,2.5
"Running Shoes, Socks, Training Shirt","Hoodie, Soccer Shoes",0.1,1.0,3.3333333333333335
"Hoodie, Socks, Training Shirt","Running Shoes, Soccer Shoes",0.1,1.0,2.5
"Soccer Shoes, Training Shirt","Hoodie, Running Shoes, Socks",0.1,0.5,2.5
"Hoodie, Running Shoes","Soccer Shoes, Socks, Training Shirt",0.1,0.5,5.0
"Hoodie, Training Shirt","Running Shoes, Soccer Shoes, Socks",0.1,0.5,1.6666666666666667
"Socks, Training Shirt","Hoodie, Running Shoes, Soccer Shoes",0.1,1.0,5.0
"Hoodie, Shorts",Sweatshirt,0.1,1.0,2.0
"Hoodie, Sweatshirt",Shorts,0.1,0.5,1.0
"Hoodie, Training Shirt",Shorts,0.1,0.5,1.0
"Hoodie, Shorts",Training Shirt,0.1,1.0,2.0
"Hoodie, Shorts",Track Pants,0.1,1.0,2.0
"Shorts, Track Pants",Hoodie,0.1,0.5,1.0
"Hoodie, Shorts, Training Shirt",Sweatshirt,0.1,1.0,2.0
"Hoodie, Sweatshirt, Training Shirt",Shorts,0.1,1.0,2.0
"Hoodie, Shorts, Sweatshirt",Training Shirt,0.1,1.0,2.0
"Hoodie, Training Shirt","Shorts, Sweatshirt",0.1,0.5,1.25
"Hoodie, Shorts","Sweatshirt, Training Shirt",0.1,1.0,3.3333333333333335
"Hoodie, Sweatshirt","Shorts, Training Shirt",0.1,0.5,1.25
"Hoodie, Shorts, Track Pants",Sweatshirt,0.1,1.0,2.0
"Hoodie, Shorts, Sweatshirt",Track Pants,0.1,1.0,2.0
"Hoodie, Sweatshirt, Track Pants",Shorts,0.1,0.5,1.0
"Shorts, Sweatshirt, Track Pants",Hoodie,0.1,0.5,1.0
"Hoodie, Shorts","Sweatshirt, Track Pants",0.1,1.0,3.3333333333333335
"Hoodie, Sweatshirt","Shorts, Track Pants",0.1,0.5,2.5
"Shorts, Track Pants","Hoodie, Sweatshirt",0.1,0.5,2.5
"Hoodie, Shorts, Training Shirt",Track Pants,0.1,1.0,2.0
"Hoodie, Track Pants, Training Shirt",Shorts,0.1,1.0,2.0
"Hoodie, Shorts, Track Pants",Training Shirt,0.1,1.0,2.0
"Shorts, Track Pants, Training Shirt",Hoodie,0.1,0.5,1.0
"Hoodie, Training Shirt","Shorts, Track Pants",0.1,0.5,2.5
"Hoodie, Shorts","Track Pants, Training Shirt",0.1,1.0,5.0
"Track Pants, Training Shirt","Hoodie, Shorts",0.1,0.5,5.0
"Shorts, Track Pants","Hoodie, Training Shirt",0.1,0.5,2.5
"Hoodie, Sweatshirt, Track Pants, Training Shirt",Shorts,0.1,1.0,2.0
"Hoodie, Shorts, Sweatshirt, Track Pants",Training Shirt,0.1,1.0,2.0
"Hoodie, Shorts, Track Pants, Training Shirt",Sweatshirt,0.1,1.0,2.0
"Shorts, Sweatshirt, Track Pants, Training Shirt",Hoodie,0.1,0.5,1.0
"Hoodie, Shorts, Sweatshirt, Training Shirt",Track Pants,0.1,1.0,2.0
"Hoodie, Sweatshirt, Track Pants","Shorts, Training Shirt",0.1,0.5,1.25
"Hoodie, Track Pants, Training Shirt","Shorts, Sweatshirt",0.1,1.0,2.5
"Hoodie, Shorts, Track Pants","Sweatshirt, Training Shirt",0.1,1.0,3.3333333333333335
"Sweatshirt, Track Pants, Training Shirt","Hoodie, Shorts",0.1,0.5,5.0
"Shorts, Sweatshirt, Track Pants","Hoodie, Training Shirt",0.1,0.5,2.5
"Shorts, Track Pants, Training Shirt","Hoodie, Sweatshirt",0.1,0.5,2.5
"Hoodie, Sweatshirt, Training Shirt","Shorts, Track Pants",0.1,1.0,5.0
"Hoodie, Shorts, Sweatshirt","Track Pants, Training Shirt",0.1,1.0,5.0
"Hoodie, Shorts, Training Shirt","Sweatshirt, Track Pants",0.1,1.0,3.3333333333333335
"Track Pants, Training Shirt","Hoodie, Shorts, Sweatshirt",0.1,0.5,5.0
"Shorts, Track Pants","Hoodie, Sweatshirt, Training Shirt",0.1,0.5,5.0
"Hoodie, Sweatshirt","Shorts, Track Pants, Training Shirt",0.1,0.5,2.5
"Hoodie, Training Shirt","Shorts, Sweatshirt, Track Pants",0.1,0.5,2.5
"Hoodie, Shorts","Sweatshirt, Track Pants, Training Shirt",0.1,1.0,5.0
"Hoodie, Soccer Shoes",Running Shoes,0.2,0.6666666666666667,1.3333333333333335
"Hoodie, Running Shoes",Soccer Shoes,0.2,1.0,2.0
"Running Shoes, Soccer Shoes",Hoodie,0.2,0.5,1.0
Hoodie,"Running Shoes, Soccer Shoes",0.2,0.4,1.0
Soccer Shoes,"Hoodie, Running Shoes",0.2,0.4,2.0
Running Shoes,"Hoodie, Soccer Shoes",0.2,0.4,1.3333333333333335
"Hoodie, Running Shoes",Socks,0.2,1.0,2.0
"Hoodie, Socks",Running Shoes,0.2,0.5,1.0
"Running Shoes, Socks",Hoodie,0.2,0.6666666666666667,1.3333333333333335
Hoodie,"Running Shoes, Socks",0.2,0.4,1.3333333333333335
Running Shoes,"Hoodie, Socks",0.2,0.4,1.0
Socks,"Hoodie, Running Shoes",0.2,0.4,2.0
"Hoodie, Running Shoes",Track Pants,0.1,0.5,1.0
"Running Shoes, Track Pants",Hoodie,0.1,0.5,1.0
"Hoodie, Running Shoes, Soccer Shoes",Socks,0.2,1.0,2.0
"Hoodie, Soccer Shoes, Socks",Running Shoes,0.2,0.6666666666666667,1.3333333333333335
"Hoodie, Running Shoes, Socks",Soccer Shoes,0.2,1.0,2.0
"Running Shoes, Soccer Shoes, Socks",Hoodie,0.2,0.6666666666666667,1.3333333333333335
"Hoodie, Soccer Shoes","Running Shoes, Socks",0.2,0.6666666666666667,2.2222222222222228
"Hoodie, Running Shoes","Soccer Shoes, Socks",0.2,1.0,2.5
"Hoodie, Socks","Running Shoes, Soccer Shoes",0.2,0.5,1.25
"Running Shoes, Soccer Shoes","Hoodie, Socks",0.2,0.5,1.25
"Soccer Shoes, Socks","Hoodie, Running Shoes",0.2,0.5,2.5
"Running Shoes, Socks","Hoodie, Soccer Shoes",0.2,0.6666666666666667,2.2222222222222228
Hoodie,"Running Shoes, Soccer Shoes, Socks",0.2,0.4,1.3333333333333335
Soccer Shoes,"Hoodie, Running Shoes, Socks",0.2,0.4,2.0
Running Shoes,"Hoodie, Soccer Shoes, Socks",0.2,0.4,1.3333333333333335
Socks,"Hoodie, Running Shoes, Soccer Shoes",0.2,0.4,2.0
"Hoodie, Running Shoes, Soccer Shoes",Track Pants,0.1,0.5,1.0
"Hoodie, Soccer Shoes, Track Pants",Running Shoes,0.1,0.5,1.0
"Hoodie, Running Shoes, Track Pants",Soccer Shoes,0.1,1.0,2.0
"Running Shoes, Soccer Shoes, Track Pants",Hoodie,0.1,1.0,2.0
"Hoodie, Running Shoes","Soccer Shoes, Track Pants",0.1,0.5,2.5
"Soccer Shoes, Track Pants","Hoodie, Running Shoes",0.1,0.5,2.5
"Running Shoes, Track Pants","Hoodie, Soccer Shoes",0.1,0.5,1.6666666666666667
"Hoodie, Running Shoes, Track Pants",Socks,0.1,1.0,2.0
"Hoodie, Running Shoes, Socks",Track Pants,0.1,0.5,1.0
"Running Shoes, Socks, Track Pants",Hoodie,0.1,1.0,2.0
"Hoodie, Running Shoes","Socks, Track Pants",0.1,0.5,1.6666666666666667
"Running Shoes, Track Pants","Hoodie, Socks",0.1,0.5,1.25
"Hoodie, Running Shoes, Soccer Shoes, Track Pants",Socks,0.1,1.0,2.0
"Running Shoes, Soccer Shoes, Socks, Track Pants",Hoodie,0.1,1.0,2.0
"Hoodie, Soccer Shoes, Socks, Track Pants",Running Shoes,0.1,0.5,1.0
"Hoodie, Running Shoes, Soccer Shoes, Socks",Track Pants,0.1,0.5,1.0
"Hoodie, Running Shoes, Socks, Track Pants",Soccer Shoes,0.1,1.0,2.0
"Running Shoes, Soccer Shoes, Track Pants","Hoodie, Socks",0.1,1.0,2.5
"Hoodie, Soccer Shoes, Track Pants","Running Shoes, Socks",0.1,0.5,1.6666666666666667
"Soccer Shoes, Socks, Track Pants","Hoodie, Running Shoes",0.1,0.5,2.5
"Hoodie, Running Shoes, Soccer Shoes","Socks, Track Pants",0.1,0.5,1.6666666666666667
"Hoodie, Running Shoes, Track Pants","Soccer Shoes, Socks",0.1,1.0,2.5
"Running Shoes, Socks, Track Pants","Hoodie, Soccer Shoes",0.1,1.0,3.3333333333333335
"Hoodie, Running Shoes, Socks","Soccer Shoes, Track Pants",0.1,0.5,2.5
"Soccer Shoes, Track Pants","Hoodie, Running Shoes, Socks",0.1,0.5,2.5
"Running Shoes, Track Pants","Hoodie, Soccer Shoes, Socks",0.1,0.5,1.6666666666666667
"Hoodie, Running Shoes","Soccer Shoes, Socks, Track Pants",0.1,0.5,2.5
Sweatshirt,Track Pants,0.3,0.6,1.2
Track Pants,Sweatshirt,0.3,0.6,1.2
Sweatshirt,Training Shirt,0.3,0.6,1.2
Training Shirt,Sweatshirt,0.3,0.6,1.2
"Sweatshirt, Training Shirt",Track Pants,0.2,0.6666666666666667,1.3333333333333335
"Sweatshirt, Track Pants",Training Shirt,0.2,0.6666666666666667,1.3333333333333335
"Track Pants, Training Shirt",Sweatshirt,0.2,1.0,2.0
Sweatshirt,"Track Pants, Training Shirt",0.2,0.4,2.0
Training Shirt,"Sweatshirt, Track Pants",0.2,0.4,1.3333333333333335
Track Pants,"Sweatshirt, Training Shirt",0.2,0.4,1.3333333333333335
Sweatshirt,Gloves,0.4,0.8,1.6
Gloves,Sweatshirt,0.4,0.8,1.6
Gloves,Track Pants,0.4,0.8,1.6
Track Pants,Gloves,0.4,0.8,1.6
Hoodie,Gloves,0.3,0.6,1.2
Gloves,Hoodie,0.3,0.6,1.2
Gloves,Socks,0.2,0.4,0.8
Socks,Gloves,0.2,0.4,0.8
Shorts,Gloves,0.3,0.6,1.2
Gloves,Shorts,0.3,0.6,1.2
Training Shirt,Gloves,0.2,0.4,0.8
Gloves,Training Shirt,0.2,0.4,0.8
Gloves,Running Shoes,0.2,0.4,0.8
Running Shoes,Gloves,0.2,0.4,0.8
"Gloves, Sweatshirt",Track Pants,0.3,0.7499999999999999,1.4999999999999998
"Sweatshirt, Track Pants",Gloves,0.3,1.0,2.0
"Gloves, Track Pants",Sweatshirt,0.3,0.7499999999999999,1.4999999999999998
Sweatshirt,"Gloves, Track Pants",0.3,0.6,1.4999999999999998
Gloves,"Sweatshirt, Track Pants",0.3,0.6,2.0
Track Pants,"Gloves, Sweatshirt",0.3,0.6,1.4999999999999998
"Gloves, Hoodie",Track Pants,0.3,1.0,2.0
