Antecedent,Consequent,Support,Confidence
"Cap, Training Shirt",Shorts,0.3,0.75
"Cap, Shorts",Training Shirt,0.3,1.0
"Shorts, Training Shirt",Cap,0.3,0.75
"Cap, Soccer Shoes",Socks,0.2,0.667
"Cap, Socks",Soccer Shoes,0.2,1.0
"Soccer Shoes, Socks",Cap,0.2,0.5
"Cap, Soccer Shoes",Training Shirt,0.2,0.667
"Cap, Training Shirt",Soccer Shoes,0.2,0.5
"Soccer Shoes, Training Shirt",Cap,0.2,1.0
"Cap, Sweatshirt",Training Shirt,0.2,1.0
"Sweatshirt, Training Shirt",Cap,0.2,0.667
"Cap, Training Shirt",Sweatshirt,0.2,0.5
"Gloves, Hoodie",Socks,0.2,0.667
"Hoodie, Socks",Gloves,0.2,0.5
"Gloves, Socks",Hoodie,0.2,1.0
"Gloves, Hoodie",Sweatshirt,0.2,0.667
"Hoodie, Sweatshirt",Gloves,0.2,1.0
"Gloves, Sweatshirt",Hoodie,0.2,0.5
Hoodie,"Gloves, Track Pants",0.3,0.6
Gloves,"Hoodie, Track Pants",0.3,0.6
Track Pants,"Gloves, Hoodie",0.3,0.6
"Gloves, Hoodie",Track Pants,0.3,1.0
"Hoodie, Track Pants",Gloves,0.3,0.75
"Gloves, Track Pants",Hoodie,0.3,0.75
"Gloves, Track Pants",Running Shoes,0.2,0.5
"Running Shoes, Track Pants",Gloves,0.2,1.0
"Gloves, Running Shoes",Track Pants,0.2,1.0
Sweatshirt,"Gloves, Shorts",0.3,0.6
Shorts,"Gloves, Sweatshirt",0.3,0.6
Gloves,"Shorts, Sweatshirt",0.3,0.6
"Shorts, Sweatshirt",Gloves,0.3,0.75
"Gloves, Sweatshirt",Shorts,0.3,0.75
"Gloves, Shorts",Sweatshirt,0.3,1.0
"Gloves, Shorts",Track Pants,0.2,0.667
"Shorts, Track Pants",Gloves,0.2,1.0
"Gloves, Track Pants",Shorts,0.2,0.5
"Shorts, Training Shirt",Gloves,0.2,0.5
"Gloves, Training Shirt",Shorts,0.2,1.0
"Gloves, Shorts",Training Shirt,0.2,0.667
"Gloves, Track Pants",Socks,0.2,0.5
"Gloves, Socks",Track Pants,0.2,1.0
"Socks, Track Pants",Gloves,0.2,0.667
Sweatshirt,"Gloves, Track Pants",0.3,0.6
Gloves,"Sweatshirt, Track Pants",0.3,0.6
Track Pants,"Gloves, Sweatshirt",0.3,0.6
"Gloves, Sweatshirt",Track Pants,0.3,0.75
"Sweatshirt, Track Pants",Gloves,0.3,1.0
"Gloves, Track Pants",Sweatshirt,0.3,0.75
"Sweatshirt, Training Shirt",Gloves,0.2,0.667
"Gloves, Sweatshirt",Training Shirt,0.2,0.5
"Gloves, Training Shirt",Sweatshirt,0.2,1.0
"Gloves, Training Shirt",Track Pants,0.2,1.0
"Track Pants, Training Shirt",Gloves,0.2,1.0
"Gloves, Track Pants",Training Shirt,0.2,0.5
"Hoodie, Soccer Shoes",Running Shoes,0.2,0.667
"Hoodie, Running Shoes",Soccer Shoes,0.2,1.0
"Running Shoes, Soccer Shoes",Hoodie,0.2,0.5
"Hoodie, Running Shoes",Socks,0.2,1.0
"Hoodie, Socks",Running Shoes,0.2,0.5
"Running Shoes, Socks",Hoodie,0.2,0.667
Hoodie,"Soccer Shoes, Socks",0.3,0.6
Soccer Shoes,"Hoodie, Socks",0.3,0.6
Socks,"Hoodie, Soccer Shoes",0.3,0.6
"Hoodie, Soccer Shoes",Socks,0.3,1.0
"Hoodie, Socks",Soccer Shoes,0.3,0.75
"Soccer Shoes, Socks",Hoodie,0.3,0.75
"Hoodie, Soccer Shoes",Track Pants,0.2,0.667
"Hoodie, Track Pants",Soccer Shoes,0.2,0.5
"Soccer Shoes, Track Pants",Hoodie,0.2,1.0
Hoodie,"Socks, Track Pants",0.3,0.6
Track Pants,"Hoodie, Socks",0.3,0.6
Socks,"Hoodie, Track Pants",0.3,0.6
"Hoodie, Track Pants",Socks,0.3,0.75
"Hoodie, Socks",Track Pants,0.3,0.75
"Socks, Track Pants",Hoodie,0.3,1.0
"Hoodie, Track Pants",Sweatshirt,0.2,0.5
"Hoodie, Sweatshirt",Track Pants,0.2,1.0
"Sweatshirt, Track Pants",Hoodie,0.2,0.667
"Shorts, Training Shirt",Running Shoes,0.2,0.5
"Running Shoes, Training Shirt",Shorts,0.2,0.667
"Running Shoes, Shorts",Training Shirt,0.2,1.0
Soccer Shoes,"Running Shoes, Socks",0.3,0.6
Running Shoes,"Soccer Shoes, Socks",0.3,0.6
Socks,"Running Shoes, Soccer Shoes",0.3,0.6
"Running Shoes, Soccer Shoes",Socks,0.3,0.75
"Soccer Shoes, Socks",Running Shoes,0.3,0.75
"Running Shoes, Socks",Soccer Shoes,0.3,1.0
"Soccer Shoes, Training Shirt",Running Shoes,0.2,1.0
"Running Shoes, Training Shirt",Soccer Shoes,0.2,0.667
"Running Shoes, Soccer Shoes",Training Shirt,0.2,0.5
"Shorts, Sweatshirt",Track Pants,0.2,0.5
"Sweatshirt, Track Pants",Shorts,0.2,0.667
"Shorts, Track Pants",Sweatshirt,0.2,1.0
Sweatshirt,"Shorts, Training Shirt",0.3,0.6
Training Shirt,"Shorts, Sweatshirt",0.3,0.6
Shorts,"Sweatshirt, Training Shirt",0.3,0.6
"Sweatshirt, Training Shirt",Shorts,0.3,1.0
"Shorts, Sweatshirt",Training Shirt,0.3,0.75
"Shorts, Training Shirt",Sweatshirt,0.3,0.75
"Shorts, Training Shirt",Track Pants,0.2,0.5
"Track Pants, Training Shirt",Shorts,0.2,1.0
"Shorts, Track Pants",Training Shirt,0.2,1.0
"Soccer Shoes, Track Pants",Socks,0.2,1.0
"Soccer Shoes, Socks",Track Pants,0.2,0.5
"Socks, Track Pants",Soccer Shoes,0.2,0.667
"Sweatshirt, Training Shirt",Track Pants,0.2,0.667
"Sweatshirt, Track Pants",Training Shirt,0.2,0.667
"Track Pants, Training Shirt",Sweatshirt,0.2,1.0
"Cap, Track Pants","Gloves, Running Shoes",0.2,1.0
"Gloves, Track Pants","Cap, Running Shoes",0.2,0.5
"Running Shoes, Track Pants","Cap, Gloves",0.2,1.0
"Cap, Gloves","Running Shoes, Track Pants",0.2,1.0
"Cap, Running Shoes","Gloves, Track Pants",0.2,0.5
"Gloves, Running Shoes","Cap, Track Pants",0.2,1.0
"Cap, Gloves, Track Pants",Running Shoes,0.2,1.0
"Cap, Running Shoes, Track Pants",Gloves,0.2,1.0
"Gloves, Running Shoes, Track Pants",Cap,0.2,1.0
"Cap, Gloves, Running Shoes",Track Pants,0.2,1.0
"Cap, Hoodie","Running Shoes, Soccer Shoes",0.2,1.0
"Hoodie, Soccer Shoes","Cap, Running Shoes",0.2,0.667
"Hoodie, Running Shoes","Cap, Soccer Shoes",0.2,1.0
"Cap, Soccer Shoes","Hoodie, Running Shoes",0.2,0.667
"Cap, Running Shoes","Hoodie, Soccer Shoes",0.2,0.5
"Running Shoes, Soccer Shoes","Cap, Hoodie",0.2,0.5
"Cap, Hoodie, Soccer Shoes",Running Shoes,0.2,1.0
"Cap, Hoodie, Running Shoes",Soccer Shoes,0.2,1.0
"Hoodie, Running Shoes, Soccer Shoes",Cap,0.2,1.0
"Cap, Running Shoes, Soccer Shoes",Hoodie,0.2,0.667
"Cap, Hoodie","Running Shoes, Socks",0.2,1.0
"Hoodie, Running Shoes","Cap, Socks",0.2,1.0
"Hoodie, Socks","Cap, Running Shoes",0.2,0.5
"Cap, Running Shoes","Hoodie, Socks",0.2,0.5
"Cap, Socks","Hoodie, Running Shoes",0.2,1.0
"Running Shoes, Socks","Cap, Hoodie",0.2,0.667
"Cap, Hoodie, Running Shoes",Socks,0.2,1.0
"Cap, Hoodie, Socks",Running Shoes,0.2,1.0
"Hoodie, Running Shoes, Socks",Cap,0.2,1.0
"Cap, Running Shoes, Socks",Hoodie,0.2,1.0
"Cap, Hoodie","Soccer Shoes, Socks",0.2,1.0
"Hoodie, Soccer Shoes","Cap, Socks",0.2,0.667
"Hoodie, Socks","Cap, Soccer Shoes",0.2,0.5
"Cap, Soccer Shoes","Hoodie, Socks",0.2,0.667
"Cap, Socks","Hoodie, Soccer Shoes",0.2,1.0
"Soccer Shoes, Socks","Cap, Hoodie",0.2,0.5
"Cap, Hoodie, Soccer Shoes",Socks,0.2,1.0
"Cap, Hoodie, Socks",Soccer Shoes,0.2,1.0
"Hoodie, Soccer Shoes, Socks",Cap,0.2,0.667
"Cap, Soccer Shoes, Socks",Hoodie,0.2,1.0
"Cap, Training Shirt","Running Shoes, Shorts",0.2,0.5
"Cap, Shorts","Running Shoes, Training Shirt",0.2,0.667
"Cap, Running Shoes","Shorts, Training Shirt",0.2,0.5
"Shorts, Training Shirt","Cap, Running Shoes",0.2,0.5
"Running Shoes, Training Shirt","Cap, Shorts",0.2,0.667
"Running Shoes, Shorts","Cap, Training Shirt",0.2,1.0
"Cap, Shorts, Training Shirt",Running Shoes,0.2,0.667
"Cap, Running Shoes, Training Shirt",Shorts,0.2,0.667
"Cap, Running Shoes, Shorts",Training Shirt,0.2,1.0
"Running Shoes, Shorts, Training Shirt",Cap,0.2,1.0
"Cap, Soccer Shoes","Running Shoes, Socks",0.2,0.667
"Cap, Running Shoes","Soccer Shoes, Socks",0.2,0.5
"Cap, Socks","Running Shoes, Soccer Shoes",0.2,1.0
"Running Shoes, Soccer Shoes","Cap, Socks",0.2,0.5
"Soccer Shoes, Socks","Cap, Running Shoes",0.2,0.5
"Running Shoes, Socks","Cap, Soccer Shoes",0.2,0.667
"Cap, Running Shoes, Soccer Shoes",Socks,0.2,0.667
"Cap, Soccer Shoes, Socks",Running Shoes,0.2,1.0
"Cap, Running Shoes, Socks",Soccer Shoes,0.2,1.0
"Running Shoes, Soccer Shoes, Socks",Cap,0.2,0.667
"Cap, Training Shirt","Running Shoes, Soccer Shoes",0.2,0.5
"Soccer Shoes, Training Shirt","Cap, Running Shoes",0.2,1.0
"Running Shoes, Training Shirt","Cap, Soccer Shoes",0.2,0.667
"Cap, Soccer Shoes","Running Shoes, Training Shirt",0.2,0.667
"Cap, Running Shoes","Soccer Shoes, Training Shirt",0.2,0.5
"Running Shoes, Soccer Shoes","Cap, Training Shirt",0.2,0.5
"Cap, Soccer Shoes, Training Shirt",Running Shoes,0.2,1.0
"Cap, Running Shoes, Training Shirt",Soccer Shoes,0.2,0.667
"Running Shoes, Soccer Shoes, Training Shirt",Cap,0.2,1.0
"Cap, Running Shoes, Soccer Shoes",Training Shirt,0.2,0.667
"Cap, Sweatshirt","Shorts, Training Shirt",0.2,1.0
"Sweatshirt, Training Shirt","Cap, Shorts",0.2,0.667
"Shorts, Sweatshirt","Cap, Training Shirt",0.2,0.5
"Cap, Training Shirt","Shorts, Sweatshirt",0.2,0.5
"Cap, Shorts","Sweatshirt, Training Shirt",0.2,0.667
"Shorts, Training Shirt","Cap, Sweatshirt",0.2,0.5
"Cap, Sweatshirt, Training Shirt",Shorts,0.2,1.0
"Cap, Shorts, Sweatshirt",Training Shirt,0.2,1.0
"Shorts, Sweatshirt, Training Shirt",Cap,0.2,0.667
"Cap, Shorts, Training Shirt",Sweatshirt,0.2,0.667
"Gloves, Hoodie","Socks, Track Pants",0.2,0.667
"Hoodie, Track Pants","Gloves, Socks",0.2,0.5
"Hoodie, Socks","Gloves, Track Pants",0.2,0.5
"Gloves, Track Pants","Hoodie, Socks",0.2,0.5
"Gloves, Socks","Hoodie, Track Pants",0.2,1.0
"Socks, Track Pants","Gloves, Hoodie",0.2,0.667
"Gloves, Hoodie, Track Pants",Socks,0.2,0.667
"Gloves, Hoodie, Socks",Track Pants,0.2,1.0
"Hoodie, Socks, Track Pants",Gloves,0.2,0.667
"Gloves, Socks, Track Pants",Hoodie,0.2,1.0
"Gloves, Hoodie","Sweatshirt, Track Pants",0.2,0.667
"Hoodie, Track Pants","Gloves, Sweatshirt",0.2,0.5
"Hoodie, Sweatshirt","Gloves, Track Pants",0.2,1.0
"Gloves, Track Pants","Hoodie, Sweatshirt",0.2,0.5
"Gloves, Sweatshirt","Hoodie, Track Pants",0.2,0.5
"Sweatshirt, Track Pants","Gloves, Hoodie",0.2,0.667
"Gloves, Hoodie, Track Pants",Sweatshirt,0.2,0.667
"Gloves, Hoodie, Sweatshirt",Track Pants,0.2,1.0
"Hoodie, Sweatshirt, Track Pants",Gloves,0.2,1.0
"Gloves, Sweatshirt, Track Pants",Hoodie,0.2,0.667
"Shorts, Sweatshirt","Gloves, Track Pants",0.2,0.5
"Gloves, Sweatshirt","Shorts, Track Pants",0.2,0.5
"Sweatshirt, Track Pants","Gloves, Shorts",0.2,0.667
"Gloves, Shorts","Sweatshirt, Track Pants",0.2,0.667
"Shorts, Track Pants","Gloves, Sweatshirt",0.2,1.0
"Gloves, Track Pants","Shorts, Sweatshirt",0.2,0.5
"Gloves, Shorts, Sweatshirt",Track Pants,0.2,0.667
"Shorts, Sweatshirt, Track Pants",Gloves,0.2,1.0
"Gloves, Sweatshirt, Track Pants",Shorts,0.2,0.667
"Gloves, Shorts, Track Pants",Sweatshirt,0.2,1.0
"Sweatshirt, Training Shirt","Gloves, Shorts",0.2,0.667
"Shorts, Sweatshirt","Gloves, Training Shirt",0.2,0.5
"Gloves, Sweatshirt","Shorts, Training Shirt",0.2,0.5
"Shorts, Training Shirt","Gloves, Sweatshirt",0.2,0.5
"Gloves, Training Shirt","Shorts, Sweatshirt",0.2,1.0
"Gloves, Shorts","Sweatshirt, Training Shirt",0.2,0.667
"Shorts, Sweatshirt, Training Shirt",Gloves,0.2,0.667
"Gloves, Sweatshirt, Training Shirt",Shorts,0.2,1.0
"Gloves, Shorts, Sweatshirt",Training Shirt,0.2,0.667
"Gloves, Shorts, Training Shirt",Sweatshirt,0.2,1.0
"Shorts, Training Shirt","Gloves, Track Pants",0.2,0.5
"Gloves, Training Shirt","Shorts, Track Pants",0.2,1.0
"Track Pants, Training Shirt","Gloves, Shorts",0.2,1.0
"Gloves, Shorts","Track Pants, Training Shirt",0.2,0.667
"Shorts, Track Pants","Gloves, Training Shirt",0.2,1.0
"Gloves, Track Pants","Shorts, Training Shirt",0.2,0.5
"Gloves, Shorts, Training Shirt",Track Pants,0.2,1.0
"Shorts, Track Pants, Training Shirt",Gloves,0.2,1.0
"Gloves, Track Pants, Training Shirt",Shorts,0.2,1.0
"Gloves, Shorts, Track Pants",Training Shirt,0.2,1.0
"Sweatshirt, Training Shirt","Gloves, Track Pants",0.2,0.667
"Gloves, Sweatshirt","Track Pants, Training Shirt",0.2,0.5
"Sweatshirt, Track Pants","Gloves, Training Shirt",0.2,0.667
"Gloves, Training Shirt","Sweatshirt, Track Pants",0.2,1.0
"Track Pants, Training Shirt","Gloves, Sweatshirt",0.2,1.0
"Gloves, Track Pants","Sweatshirt, Training Shirt",0.2,0.5
"Gloves, Sweatshirt, Training Shirt",Track Pants,0.2,1.0
"Sweatshirt, Track Pants, Training Shirt",Gloves,0.2,1.0
"Gloves, Sweatshirt, Track Pants",Training Shirt,0.2,0.667
"Gloves, Track Pants, Training Shirt",Sweatshirt,0.2,1.0
"Hoodie, Soccer Shoes","Running Shoes, Socks",0.2,0.667
"Hoodie, Running Shoes","Soccer Shoes, Socks",0.2,1.0
"Hoodie, Socks","Running Shoes, Soccer Shoes",0.2,0.5
"Running Shoes, Soccer Shoes","Hoodie, Socks",0.2,0.5
"Soccer Shoes, Socks","Hoodie, Running Shoes",0.2,0.5
"Running Shoes, Socks","Hoodie, Soccer Shoes",0.2,0.667
"Hoodie, Running Shoes, Soccer Shoes",Socks,0.2,1.0
"Hoodie, Soccer Shoes, Socks",Running Shoes,0.2,0.667
"Hoodie, Running Shoes, Socks",Soccer Shoes,0.2,1.0
"Running Shoes, Soccer Shoes, Socks",Hoodie,0.2,0.667
"Hoodie, Soccer Shoes","Socks, Track Pants",0.2,0.667
"Hoodie, Track Pants","Soccer Shoes, Socks",0.2,0.5
"Hoodie, Socks","Soccer Shoes, Track Pants",0.2,0.5
"Soccer Shoes, Track Pants","Hoodie, Socks",0.2,1.0
"Soccer Shoes, Socks","Hoodie, Track Pants",0.2,0.5
"Socks, Track Pants","Hoodie, Soccer Shoes",0.2,0.667
"Hoodie, Soccer Shoes, Track Pants",Socks,0.2,1.0
"Hoodie, Soccer Shoes, Socks",Track Pants,0.2,0.667
"Hoodie, Socks, Track Pants",Soccer Shoes,0.2,0.667
"Soccer Shoes, Socks, Track Pants",Hoodie,0.2,1.0
"Sweatshirt, Training Shirt","Shorts, Track Pants",0.2,0.667
"Shorts, Sweatshirt","Track Pants, Training Shirt",0.2,0.5
"Sweatshirt, Track Pants","Shorts, Training Shirt",0.2,0.667
"Shorts, Training Shirt","Sweatshirt, Track Pants",0.2,0.5
"Track Pants, Training Shirt","Shorts, Sweatshirt",0.2,1.0
"Shorts, Track Pants","Sweatshirt, Training Shirt",0.2,1.0
"Shorts, Sweatshirt, Training Shirt",Track Pants,0.2,0.667
"Sweatshirt, Track Pants, Training Shirt",Shorts,0.2,1.0
"Shorts, Sweatshirt, Track Pants",Training Shirt,0.2,1.0
"Shorts, Track Pants, Training Shirt",Sweatshirt,0.2,1.0
"Running Shoes, Soccer Shoes","Cap, Hoodie, Socks",0.2,0.5
"Hoodie, Soccer Shoes","Cap, Running Shoes, Socks",0.2,0.667
"Cap, Soccer Shoes","Hoodie, Running Shoes, Socks",0.2,0.667
"Soccer Shoes, Socks","Cap, Hoodie, Running Shoes",0.2,0.5
"Hoodie, Running Shoes","Cap, Soccer Shoes, Socks",0.2,1.0
"Cap, Running Shoes","Hoodie, Soccer Shoes, Socks",0.2,0.5
"Running Shoes, Socks","Cap, Hoodie, Soccer Shoes",0.2,0.667
"Cap, Hoodie","Running Shoes, Soccer Shoes, Socks",0.2,1.0
"Hoodie, Socks","Cap, Running Shoes, Soccer Shoes",0.2,0.5
"Cap, Socks","Hoodie, Running Shoes, Soccer Shoes",0.2,1.0
"Hoodie, Running Shoes, Soccer Shoes","Cap, Socks",0.2,1.0
"Cap, Running Shoes, Soccer Shoes","Hoodie, Socks",0.2,0.667
"Running Shoes, Soccer Shoes, Socks","Cap, Hoodie",0.2,0.667
"Cap, Hoodie, Soccer Shoes","Running Shoes, Socks",0.2,1.0
"Hoodie, Soccer Shoes, Socks","Cap, Running Shoes",0.2,0.667
"Cap, Soccer Shoes, Socks","Hoodie, Running Shoes",0.2,1.0
"Cap, Hoodie, Running Shoes","Soccer Shoes, Socks",0.2,1.0
"Hoodie, Running Shoes, Socks","Cap, Soccer Shoes",0.2,1.0
"Cap, Running Shoes, Socks","Hoodie, Soccer Shoes",0.2,1.0
"Cap, Hoodie, Socks","Running Shoes, Soccer Shoes",0.2,1.0
"Cap, Hoodie, Running Shoes, Soccer Shoes",Socks,0.2,1.0
"Hoodie, Running Shoes, Soccer Shoes, Socks",Cap,0.2,1.0
"Cap, Running Shoes, Soccer Shoes, Socks",Hoodie,0.2,1.0
"Cap, Hoodie, Soccer Shoes, Socks",Running Shoes,0.2,1.0
"Cap, Hoodie, Running Shoes, Socks",Soccer Shoes,0.2,1.0
"Gloves, Track Pants","Shorts, Sweatshirt, Training Shirt",0.2,0.5
"Sweatshirt, Track Pants","Gloves, Shorts, Training Shirt",0.2,0.667
"Track Pants, Training Shirt","Gloves, Shorts, Sweatshirt",0.2,1.0
"Shorts, Track Pants","Gloves, Sweatshirt, Training Shirt",0.2,1.0
"Gloves, Sweatshirt","Shorts, Track Pants, Training Shirt",0.2,0.5
"Gloves, Training Shirt","Shorts, Sweatshirt, Track Pants",0.2,1.0
"Gloves, Shorts","Sweatshirt, Track Pants, Training Shirt",0.2,0.667
"Sweatshirt, Training Shirt","Gloves, Shorts, Track Pants",0.2,0.667
"Shorts, Sweatshirt","Gloves, Track Pants, Training Shirt",0.2,0.5
"Shorts, Training Shirt","Gloves, Sweatshirt, Track Pants",0.2,0.5
"Gloves, Sweatshirt, Track Pants","Shorts, Training Shirt",0.2,0.667
"Gloves, Track Pants, Training Shirt","Shorts, Sweatshirt",0.2,1.0
"Gloves, Shorts, Track Pants","Sweatshirt, Training Shirt",0.2,1.0
"Sweatshirt, Track Pants, Training Shirt","Gloves, Shorts",0.2,1.0
"Shorts, Sweatshirt, Track Pants","Gloves, Training Shirt",0.2,1.0
"Shorts, Track Pants, Training Shirt","Gloves, Sweatshirt",0.2,1.0
"Gloves, Sweatshirt, Training Shirt","Shorts, Track Pants",0.2,1.0
"Gloves, Shorts, Sweatshirt","Track Pants, Training Shirt",0.2,0.667
"Gloves, Shorts, Training Shirt","Sweatshirt, Track Pants",0.2,1.0
"Shorts, Sweatshirt, Training Shirt","Gloves, Track Pants",0.2,0.667
"Gloves, Sweatshirt, Track Pants, Training Shirt",Shorts,0.2,1.0
"Gloves, Shorts, Sweatshirt, Track Pants",Training Shirt,0.2,1.0
"Gloves, Shorts, Track Pants, Training Shirt",Sweatshirt,0.2,1.0
"Shorts, Sweatshirt, Track Pants, Training Shirt",Gloves,0.2,1.0
"Gloves, Shorts, Sweatshirt, Training Shirt",Track Pants,0.2,1.0
