antecedents,consequents,support,confidence,lift
Conditioner,"Shampoo, Soap",0.3,0.6,2.0
Soap,"Conditioner, Shampoo",0.3,0.6,1.4999999999999998
Shampoo,"Conditioner, Soap",0.3,0.6,1.4999999999999998
"Conditioner, Toothbrush",Shampoo,0.3,1.0,2.0
"Conditioner, Shampoo",Toothbrush,0.3,0.7499999999999999,1.4999999999999998
"Shampoo, Toothbrush",Conditioner,0.3,0.7499999999999999,1.4999999999999998
Conditioner,"Shampoo, Toothbrush",0.3,0.6,1.4999999999999998
Toothbrush,"Conditioner, Shampoo",0.3,0.6,1.4999999999999998
Shampoo,"Conditioner, Toothbrush",0.3,0.6,2.0
"Conditioner, Toothbrush",Soap,0.2,0.6666666666666667,1.3333333333333335
"Conditioner, Soap",Toothbrush,0.2,0.5,1.0
"Soap, Toothbrush",Conditioner,0.2,1.0,2.0
Conditioner,"Soap, Toothbrush",0.2,0.4,2.0
Toothbrush,"Conditioner, Soap",0.2,0.4,1.0
Soap,"Conditioner, Toothbrush",0.2,0.4,1.3333333333333335
"Laundry Detergent, Toothbrush",Conditioner,0.1,1.0,2.0
"Conditioner, Shampoo, Toothbrush",Soap,0.2,0.6666666666666667,1.3333333333333335
"Conditioner, Soap, Toothbrush",Shampoo,0.2,1.0,2.0
"Conditioner, Shampoo, Soap",Toothbrush,0.2,0.6666666666666667,1.3333333333333335
"Shampoo, Soap, Toothbrush",Conditioner,0.2,1.0,2.0
"Conditioner, Toothbrush","Shampoo, Soap",0.2,0.6666666666666667,2.2222222222222228
"Conditioner, Shampoo","Soap, Toothbrush",0.2,0.5,2.5
"Conditioner, Soap","Shampoo, Toothbrush",0.2,0.5,1.25
"Shampoo, Toothbrush","Conditioner, Soap",0.2,0.5,1.25
"Soap, Toothbrush","Conditioner, Shampoo",0.2,1.0,2.5
"Shampoo, Soap","Conditioner, Toothbrush",0.2,0.6666666666666667,2.2222222222222228
Conditioner,"Shampoo, Soap, Toothbrush",0.2,0.4,2.0
Toothbrush,"Conditioner, Shampoo, Soap",0.2,0.4,1.3333333333333335
Shampoo,"Conditioner, Soap, Toothbrush",0.2,0.4,2.0
Soap,"Conditioner, Shampoo, Toothbrush",0.2,0.4,1.3333333333333335
"Conditioner, Laundry Detergent, Toothbrush",Shampoo,0.1,1.0,2.0
"Conditioner, Laundry Detergent, Shampoo",Toothbrush,0.1,0.5,1.0
"Laundry Detergent, Shampoo, Toothbrush",Conditioner,0.1,1.0,2.0
"Laundry Detergent, Toothbrush","Conditioner, Shampoo",0.1,1.0,2.5
"Laundry Detergent, Shampoo","Conditioner, Toothbrush",0.1,0.5,1.6666666666666667
"Conditioner, Laundry Detergent, Toothbrush",Soap,0.1,1.0,2.0
"Conditioner, Soap, Toothbrush",Laundry Detergent,0.1,0.5,1.0
"Laundry Detergent, Soap, Toothbrush",Conditioner,0.1,1.0,2.0
"Laundry Detergent, Toothbrush","Conditioner, Soap",0.1,1.0,2.5
"Soap, Toothbrush","Conditioner, Laundry Detergent",0.1,0.5,1.6666666666666667
"Conditioner, Laundry Detergent, Soap, Toothbrush",Shampoo,0.1,1.0,2.0
"Laundry Detergent, Shampoo, Soap, Toothbrush",Conditioner,0.1,1.0,2.0
"Conditioner, Laundry Detergent, Shampoo, Toothbrush",Soap,0.1,1.0,2.0
"Conditioner, Shampoo, Soap, Toothbrush",Laundry Detergent,0.1,0.5,1.0
"Conditioner, Laundry Detergent, Shampoo, Soap",Toothbrush,0.1,0.5,1.0
"Laundry Detergent, Soap, Toothbrush","Conditioner, Shampoo",0.1,1.0,2.5
"Conditioner, Laundry Detergent, Toothbrush","Shampoo, Soap",0.1,1.0,3.3333333333333335
"Laundry Detergent, Shampoo, Toothbrush","Conditioner, Soap",0.1,1.0,2.5
"Conditioner, Soap, Toothbrush","Laundry Detergent, Shampoo",0.1,0.5,2.5
"Shampoo, Soap, Toothbrush","Conditioner, Laundry Detergent",0.1,0.5,1.6666666666666667
"Laundry Detergent, Shampoo, Soap","Conditioner, Toothbrush",0.1,0.5,1.6666666666666667
"Conditioner, Laundry Detergent, Shampoo","Soap, Toothbrush",0.1,0.5,2.5
"Laundry Detergent, Toothbrush","Conditioner, Shampoo, Soap",0.1,1.0,3.3333333333333335
"Soap, Toothbrush","Conditioner, Laundry Detergent, Shampoo",0.1,0.5,2.5
"Laundry Detergent, Shampoo","Conditioner, Soap, Toothbrush",0.1,0.5,2.5
"Conditioner, Soap",Laundry Detergent,0.3,0.7499999999999999,1.4999999999999998
"Conditioner, Laundry Detergent",Soap,0.3,1.0,2.0
"Laundry Detergent, Soap",Conditioner,0.3,0.7499999999999999,1.4999999999999998
Conditioner,"Laundry Detergent, Soap",0.3,0.6,1.4999999999999998
Soap,"Conditioner, Laundry Detergent",0.3,0.6,2.0
Laundry Detergent,"Conditioner, Soap",0.3,0.6,1.4999999999999998
"Conditioner, Shampoo",Laundry Detergent,0.2,0.5,1.0
"Conditioner, Laundry Detergent",Shampoo,0.2,0.6666666666666667,1.3333333333333335
"Laundry Detergent, Shampoo",Conditioner,0.2,1.0,2.0
Conditioner,"Laundry Detergent, Shampoo",0.2,0.4,2.0
Shampoo,"Conditioner, Laundry Detergent",0.2,0.4,1.3333333333333335
Laundry Detergent,"Conditioner, Shampoo",0.2,0.4,1.0
"Conditioner, Shampoo, Soap",Laundry Detergent,0.2,0.6666666666666667,1.3333333333333335
"Conditioner, Laundry Detergent, Soap",Shampoo,0.2,0.6666666666666667,1.3333333333333335
"Conditioner, Laundry Detergent, Shampoo",Soap,0.2,1.0,2.0
"Laundry Detergent, Shampoo, Soap",Conditioner,0.2,1.0,2.0
"Conditioner, Soap","Laundry Detergent, Shampoo",0.2,0.5,2.5
"Conditioner, Shampoo","Laundry Detergent, Soap",0.2,0.5,1.25
"Conditioner, Laundry Detergent","Shampoo, Soap",0.2,0.6666666666666667,2.2222222222222228
"Shampoo, Soap","Conditioner, Laundry Detergent",0.2,0.6666666666666667,2.2222222222222228
"Laundry Detergent, Soap","Conditioner, Shampoo",0.2,0.5,1.25
"Laundry Detergent, Shampoo","Conditioner, Soap",0.2,1.0,2.5
Conditioner,"Laundry Detergent, Shampoo, Soap",0.2,0.4,2.0
Soap,"Conditioner, Laundry Detergent, Shampoo",0.2,0.4,2.0
Shampoo,"Conditioner, Laundry Detergent, Soap",0.2,0.4,1.3333333333333335
Laundry Detergent,"Conditioner, Shampoo, Soap",0.2,0.4,1.3333333333333335
"Conditioner, Laundry Detergent",Dish Soap,0.2,0.6666666666666667,1.3333333333333335
"Conditioner, Dish Soap",Laundry Detergent,0.2,1.0,2.0
"Dish Soap, Laundry Detergent",Conditioner,0.2,0.5,1.0
Conditioner,"Dish Soap, Laundry Detergent",0.2,0.4,1.0
Laundry Detergent,"Conditioner, Dish Soap",0.2,0.4,2.0
Dish Soap,"Conditioner, Laundry Detergent",0.2,0.4,1.3333333333333335
"Conditioner, Soap",Dish Soap,0.2,0.5,1.0
"Conditioner, Dish Soap",Soap,0.2,1.0,2.0
"Dish Soap, Soap",Conditioner,0.2,0.6666666666666667,1.3333333333333335
Conditioner,"Dish Soap, Soap",0.2,0.4,1.3333333333333335
Soap,"Conditioner, Dish Soap",0.2,0.4,2.0
Dish Soap,"Conditioner, Soap",0.2,0.4,1.0
"Conditioner, Dish Soap",Shampoo,0.1,0.5,1.0
"Dish Soap, Shampoo",Conditioner,0.1,1.0,2.0
"Conditioner, Tissues",Dish Soap,0.1,0.5,1.0
"Conditioner, Dish Soap",Tissues,0.1,0.5,1.0
"Conditioner, Laundry Detergent, Soap",Dish Soap,0.2,0.6666666666666667,1.3333333333333335
"Conditioner, Dish Soap, Soap",Laundry Detergent,0.2,1.0,2.0
"Conditioner, Dish Soap, Laundry Detergent",Soap,0.2,1.0,2.0
"Dish Soap, Laundry Detergent, Soap",Conditioner,0.2,0.6666666666666667,1.3333333333333335
"Conditioner, Soap","Dish Soap, Laundry Detergent",0.2,0.5,1.25
"Conditioner, Laundry Detergent","Dish Soap, Soap",0.2,0.6666666666666667,2.2222222222222228
"Conditioner, Dish Soap","Laundry Detergent, Soap",0.2,1.0,2.5
"Laundry Detergent, Soap","Conditioner, Dish Soap",0.2,0.5,2.5
"Dish Soap, Soap","Conditioner, Laundry Detergent",0.2,0.6666666666666667,2.2222222222222228
"Dish Soap, Laundry Detergent","Conditioner, Soap",0.2,0.5,1.25
Conditioner,"Dish Soap, Laundry Detergent, Soap",0.2,0.4,1.3333333333333335
Soap,"Conditioner, Dish Soap, Laundry Detergent",0.2,0.4,2.0
Laundry Detergent,"Conditioner, Dish Soap, Soap",0.2,0.4,2.0
Dish Soap,"Conditioner, Laundry Detergent, Soap",0.2,0.4,1.3333333333333335
"Conditioner, Dish Soap, Soap",Shampoo,0.1,0.5,1.0
"Conditioner, Dish Soap, Shampoo",Soap,0.1,1.0,2.0
"Dish Soap, Shampoo, Soap",Conditioner,0.1,1.0,2.0
"Conditioner, Dish Soap","Shampoo, Soap",0.1,0.5,1.6666666666666667
"Dish Soap, Shampoo","Conditioner, Soap",0.1,1.0,2.5
"Conditioner, Laundry Detergent, Shampoo",Dish Soap,0.1,0.5,1.0
"Conditioner, Dish Soap, Shampoo",Laundry Detergent,0.1,1.0,2.0
"Conditioner, Dish Soap, Laundry Detergent",Shampoo,0.1,0.5,1.0
"Dish Soap, Laundry Detergent, Shampoo",Conditioner,0.1,1.0,2.0
"Conditioner, Dish Soap","Laundry Detergent, Shampoo",0.1,0.5,2.5
"Laundry Detergent, Shampoo","Conditioner, Dish Soap",0.1,0.5,2.5
"Dish Soap, Shampoo","Conditioner, Laundry Detergent",0.1,1.0,3.3333333333333335
"Conditioner, Dish Soap, Laundry Detergent, Soap",Shampoo,0.1,0.5,1.0
"Dish Soap, Laundry Detergent, Shampoo, Soap",Conditioner,0.1,1.0,2.0
"Conditioner, Dish Soap, Laundry Detergent, Shampoo",Soap,0.1,1.0,2.0
"Conditioner, Laundry Detergent, Shampoo, Soap",Dish Soap,0.1,0.5,1.0
"Conditioner, Dish Soap, Shampoo, Soap",Laundry Detergent,0.1,1.0,2.0
"Conditioner, Dish Soap, Laundry Detergent","Shampoo, Soap",0.1,0.5,1.6666666666666667
"Dish Soap, Laundry Detergent, Shampoo","Conditioner, Soap",0.1,1.0,2.5
"Laundry Detergent, Shampoo, Soap","Conditioner, Dish Soap",0.1,0.5,2.5
"Conditioner, Laundry Detergent, Shampoo","Dish Soap, Soap",0.1,0.5,1.6666666666666667
"Conditioner, Dish Soap, Soap","Laundry Detergent, Shampoo",0.1,0.5,2.5
"Dish Soap, Shampoo, Soap","Conditioner, Laundry Detergent",0.1,1.0,3.3333333333333335
"Conditioner, Dish Soap, Shampoo","Laundry Detergent, Soap",0.1,1.0,2.5
"Laundry Detergent, Shampoo","Conditioner, Dish Soap, Soap",0.1,0.5,2.5
"Conditioner, Dish Soap","Laundry Detergent, Shampoo, Soap",0.1,0.5,2.5
"Dish Soap, Shampoo","Conditioner, Laundry Detergent, Soap",0.1,1.0,3.3333333333333335
"Conditioner, Soap, Tissues",Dish Soap,0.1,1.0,2.0
"Conditioner, Dish Soap, Soap",Tissues,0.1,0.5,1.0
"Conditioner, Dish Soap, Tissues",Soap,0.1,1.0,2.0
"Dish Soap, Soap, Tissues",Conditioner,0.1,0.5,1.0
"Conditioner, Tissues","Dish Soap, Soap",0.1,0.5,1.6666666666666667
"Conditioner, Dish Soap","Soap, Tissues",0.1,0.5,2.5
"Soap, Tissues","Conditioner, Dish Soap",0.1,0.5,2.5
"Conditioner, Laundry Detergent, Tissues",Dish Soap,0.1,1.0,2.0
"Conditioner, Dish Soap, Tissues",Laundry Detergent,0.1,1.0,2.0
"Conditioner, Dish Soap, Laundry Detergent",Tissues,0.1,0.5,1.0
"Dish Soap, Laundry Detergent, Tissues",Conditioner,0.1,0.5,1.0
"Conditioner, Tissues","Dish Soap, Laundry Detergent",0.1,0.5,1.25
"Conditioner, Dish Soap","Laundry Detergent, Tissues",0.1,0.5,2.5
"Laundry Detergent, Tissues","Conditioner, Dish Soap",0.1,0.5,2.5
"Dish Soap, Laundry Detergent, Soap, Tissues",Conditioner,0.1,0.5,1.0
"Conditioner, Dish Soap, Laundry Detergent, Soap",Tissues,0.1,0.5,1.0
"Conditioner, Dish Soap, Laundry Detergent, Tissues",Soap,0.1,1.0,2.0
"Conditioner, Laundry Detergent, Soap, Tissues",Dish Soap,0.1,1.0,2.0
"Conditioner, Dish Soap, Soap, Tissues",Laundry Detergent,0.1,1.0,2.0
"Dish Soap, Laundry Detergent, Tissues","Conditioner, Soap",0.1,0.5,1.25
"Conditioner, Dish Soap, Laundry Detergent","Soap, Tissues",0.1,0.5,2.5
"Laundry Detergent, Soap, Tissues","Conditioner, Dish Soap",0.1,0.5,2.5
"Conditioner, Laundry Detergent, Tissues","Dish Soap, Soap",0.1,1.0,3.3333333333333335
"Dish Soap, Soap, Tissues","Conditioner, Laundry Detergent",0.1,0.5,1.6666666666666667
"Conditioner, Dish Soap, Soap","Laundry Detergent, Tissues",0.1,0.5,2.5
"Conditioner, Dish Soap, Tissues","Laundry Detergent, Soap",0.1,1.0,2.5
"Conditioner, Soap, Tissues","Dish Soap, Laundry Detergent",0.1,1.0,2.5
"Laundry Detergent, Tissues","Conditioner, Dish Soap, Soap",0.1,0.5,2.5
"Conditioner, Dish Soap","Laundry Detergent, Soap, Tissues",0.1,0.5,2.5
"Soap, Tissues","Conditioner, Dish Soap, Laundry Detergent",0.1,0.5,2.5
"Conditioner, Tissues","Dish Soap, Laundry Detergent, Soap",0.1,0.5,1.6666666666666667
"Conditioner, Tissues",Laundry Detergent,0.1,0.5,1.0
"Laundry Detergent, Tissues",Conditioner,0.1,0.5,1.0
"Conditioner, Tissues",Soap,0.1,0.5,1.0
"Soap, Tissues",Conditioner,0.1,0.5,1.0
"Conditioner, Toothpaste",Tissues,0.1,0.5,1.0
"Conditioner, Tissues",Toothpaste,0.1,0.5,1.0
"Conditioner, Hand Sanitizer",Tissues,0.1,0.5,1.0
"Conditioner, Tissues",Hand Sanitizer,0.1,0.5,1.0
"Conditioner, Tissues",Toothbrush,0.1,0.5,1.0
"Tissues, Toothbrush",Conditioner,0.1,0.5,1.0
"Conditioner, Tissues",Shampoo,0.1,0.5,1.0
"Shampoo, Tissues",Conditioner,0.1,1.0,2.0
"Conditioner, Soap, Tissues",Laundry Detergent,0.1,1.0,2.0
"Conditioner, Laundry Detergent, Tissues",Soap,0.1,1.0,2.0
"Laundry Detergent, Soap, Tissues",Conditioner,0.1,0.5,1.0
"Conditioner, Tissues","Laundry Detergent, Soap",0.1,0.5,1.25
"Soap, Tissues","Conditioner, Laundry Detergent",0.1,0.5,1.6666666666666667
"Laundry Detergent, Tissues","Conditioner, Soap",0.1,0.5,1.25
"Conditioner, Hand Sanitizer, Toothpaste",Tissues,0.1,0.5,1.0
"Conditioner, Hand Sanitizer, Tissues",Toothpaste,0.1,1.0,2.0
"Conditioner, Tissues, Toothpaste",Hand Sanitizer,0.1,1.0,2.0
"Conditioner, Hand Sanitizer","Tissues, Toothpaste",0.1,0.5,1.6666666666666667
"Conditioner, Toothpaste","Hand Sanitizer, Tissues",0.1,0.5,1.25
"Conditioner, Tissues","Hand Sanitizer, Toothpaste",0.1,0.5,1.25
"Conditioner, Hand Sanitizer, Toothbrush",Tissues,0.1,0.5,1.0
"Conditioner, Hand Sanitizer, Tissues",Toothbrush,0.1,1.0,2.0
"Conditioner, Tissues, Toothbrush",Hand Sanitizer,0.1,1.0,2.0
"Hand Sanitizer, Tissues, Toothbrush",Conditioner,0.1,0.5,1.0
"Conditioner, Hand Sanitizer","Tissues, Toothbrush",0.1,0.5,2.5
"Conditioner, Tissues","Hand Sanitizer, Toothbrush",0.1,0.5,1.6666666666666667
"Tissues, Toothbrush","Conditioner, Hand Sanitizer",0.1,0.5,2.5
"Conditioner, Tissues, Toothbrush",Toothpaste,0.1,1.0,2.0
"Conditioner, Toothbrush, Toothpaste",Tissues,0.1,0.5,1.0
"Conditioner, Tissues, Toothpaste",Toothbrush,0.1,1.0,2.0
"Tissues, Toothbrush, Toothpaste",Conditioner,0.1,0.5,1.0
"Conditioner, Tissues","Toothbrush, Toothpaste",0.1,0.5,1.25
"Conditioner, Toothpaste","Tissues, Toothbrush",0.1,0.5,2.5
"Tissues, Toothbrush","Conditioner, Toothpaste",0.1,0.5,2.5
"Conditioner, Tissues, Toothbrush, Toothpaste",Hand Sanitizer,0.1,1.0,2.0
"Hand Sanitizer, Tissues, Toothbrush, Toothpaste",Conditioner,0.1,0.5,1.0
"Conditioner, Hand Sanitizer, Toothbrush, Toothpaste",Tissues,0.1,0.5,1.0
"Conditioner, Hand Sanitizer, Tissues, Toothbrush",Toothpaste,0.1,1.0,2.0
"Conditioner, Hand Sanitizer, Tissues, Toothpaste",Toothbrush,0.1,1.0,2.0
"Tissues, Toothbrush, Toothpaste","Conditioner, Hand Sanitizer",0.1,0.5,2.5
"Conditioner, Toothbrush, Toothpaste","Hand Sanitizer, Tissues",0.1,0.5,1.25
"Conditioner, Tissues, Toothbrush","Hand Sanitizer, Toothpaste",0.1,1.0,2.5
"Hand Sanitizer, Tissues, Toothbrush","Conditioner, Toothpaste",0.1,0.5,2.5
"Conditioner, Hand Sanitizer, Toothbrush","Tissues, Toothpaste",0.1,0.5,1.6666666666666667
"Conditioner, Tissues, Toothpaste","Hand Sanitizer, Toothbrush",0.1,1.0,3.3333333333333335
"Conditioner, Hand Sanitizer, Toothpaste","Tissues, Toothbrush",0.1,0.5,2.5
"Conditioner, Hand Sanitizer, Tissues","Toothbrush, Toothpaste",0.1,1.0,2.5
"Tissues, Toothbrush","Conditioner, Hand Sanitizer, Toothpaste",0.1,0.5,2.5
"Conditioner, Toothpaste","Hand Sanitizer, Tissues, Toothbrush",0.1,0.5,2.5
"Conditioner, Tissues","Hand Sanitizer, Toothbrush, Toothpaste",0.1,0.5,1.6666666666666667
"Conditioner, Hand Sanitizer","Tissues, Toothbrush, Toothpaste",0.1,0.5,2.5
"Conditioner, Tissues, Toothbrush",Shampoo,0.1,1.0,2.0
"Conditioner, Shampoo, Tissues",Toothbrush,0.1,1.0,2.0
"Shampoo, Tissues, Toothbrush",Conditioner,0.1,1.0,2.0
"Conditioner, Tissues","Shampoo, Toothbrush",0.1,0.5,1.25
"Tissues, Toothbrush","Conditioner, Shampoo",0.1,0.5,1.25
"Shampoo, Tissues","Conditioner, Toothbrush",0.1,1.0,3.3333333333333335
"Conditioner, Hand Sanitizer, Shampoo",Tissues,0.1,0.5,1.0
"Conditioner, Hand Sanitizer, Tissues",Shampoo,0.1,1.0,2.0
"Conditioner, Shampoo, Tissues",Hand Sanitizer,0.1,1.0,2.0
"Hand Sanitizer, Shampoo, Tissues",Conditioner,0.1,1.0,2.0
"Conditioner, Hand Sanitizer","Shampoo, Tissues",0.1,0.5,5.0
"Conditioner, Tissues","Hand Sanitizer, Shampoo",0.1,0.5,2.5
"Hand Sanitizer, Shampoo","Conditioner, Tissues",0.1,0.5,2.5
"Shampoo, Tissues","Conditioner, Hand Sanitizer",0.1,1.0,5.0
"Conditioner, Tissues, Toothpaste",Shampoo,0.1,1.0,2.0
"Conditioner, Shampoo, Tissues",Toothpaste,0.1,1.0,2.0
"Conditioner, Shampoo, Toothpaste",Tissues,0.1,0.5,1.0
"Shampoo, Tissues, Toothpaste",Conditioner,0.1,1.0,2.0
"Conditioner, Tissues","Shampoo, Toothpaste",0.1,0.5,1.6666666666666667
"Conditioner, Toothpaste","Shampoo, Tissues",0.1,0.5,5.0
"Shampoo, Tissues","Conditioner, Toothpaste",0.1,1.0,5.0
"Conditioner, Hand Sanitizer, Tissues, Toothbrush",Shampoo,0.1,1.0,2.0
"Conditioner, Shampoo, Tissues, Toothbrush",Hand Sanitizer,0.1,1.0,2.0
"Hand Sanitizer, Shampoo, Tissues, Toothbrush",Conditioner,0.1,1.0,2.0
"Conditioner, Hand Sanitizer, Shampoo, Toothbrush",Tissues,0.1,0.5,1.0
"Conditioner, Hand Sanitizer, Shampoo, Tissues",Toothbrush,0.1,1.0,2.0
"Conditioner, Tissues, Toothbrush","Hand Sanitizer, Shampoo",0.1,1.0,5.0
"Hand Sanitizer, Tissues, Toothbrush","Conditioner, Shampoo",0.1,0.5,1.25
"Shampoo, Tissues, Toothbrush","Conditioner, Hand Sanitizer",0.1,1.0,5.0
"Conditioner, Hand Sanitizer, Toothbrush","Shampoo, Tissues",0.1,0.5,5.0
"Hand Sanitizer, Shampoo, Toothbrush","Conditioner, Tissues",0.1,0.5,2.5
"Conditioner, Hand Sanitizer, Tissues","Shampoo, Toothbrush",0.1,1.0,2.5
"Conditioner, Shampoo, Tissues","Hand Sanitizer, Toothbrush",0.1,1.0,3.3333333333333335
"Hand Sanitizer, Shampoo, Tissues","Conditioner, Toothbrush",0.1,1.0,3.3333333333333335
"Conditioner, Hand Sanitizer, Shampoo","Tissues, Toothbrush",0.1,0.5,2.5
"Tissues, Toothbrush","Conditioner, Hand Sanitizer, Shampoo",0.1,0.5,2.5
"Conditioner, Tissues","Hand Sanitizer, Shampoo, Toothbrush",0.1,0.5,2.5
"Shampoo, Tissues","Conditioner, Hand Sanitizer, Toothbrush",0.1,1.0,5.0
"Conditioner, Hand Sanitizer","Shampoo, Tissues, Toothbrush",0.1,0.5,5.0
"Hand Sanitizer, Shampoo","Conditioner, Tissues, Toothbrush",0.1,0.5,5.0
"Conditioner, Tissues, Toothbrush, Toothpaste",Shampoo,0.1,1.0,2.0
"Shampoo, Tissues, Toothbrush, Toothpaste",Conditioner,0.1,1.0,2.0
"Conditioner, Shampoo, Toothbrush, Toothpaste",Tissues,0.1,0.5,1.0
"Conditioner, Shampoo, Tissues, Toothbrush",Toothpaste,0.1,1.0,2.0
"Conditioner, Shampoo, Tissues, Toothpaste",Toothbrush,0.1,1.0,2.0
"Tissues, Toothbrush, Toothpaste","Conditioner, Shampoo",0.1,0.5,1.25
"Conditioner, Toothbrush, Toothpaste","Shampoo, Tissues",0.1,0.5,5.0
"Conditioner, Tissues, Toothbrush","Shampoo, Toothpaste",0.1,1.0,3.3333333333333335
"Shampoo, Tissues, Toothbrush","Conditioner, Toothpaste",0.1,1.0,5.0
"Conditioner, Tissues, Toothpaste","Shampoo, Toothbrush",0.1,1.0,2.5
"Shampoo, Tissues, Toothpaste","Conditioner, Toothbrush",0.1,1.0,3.3333333333333335
"Conditioner, Shampoo, Toothpaste","Tissues, Toothbrush",0.1,0.5,2.5
"Conditioner, Shampoo, Tissues","Toothbrush, Toothpaste",0.1,1.0,2.5
"Tissues, Toothbrush","Conditioner, Shampoo, Toothpaste",0.1,0.5,2.5
"Conditioner, Toothpaste","Shampoo, Tissues, Toothbrush",0.1,0.5,5.0
"Conditioner, Tissues","Shampoo, Toothbrush, Toothpaste",0.1,0.5,1.6666666666666667
"Shampoo, Tissues","Conditioner, Toothbrush, Toothpaste",0.1,1.0,5.0
"Conditioner, Hand Sanitizer, Tissues, Toothpaste",Shampoo,0.1,1.0,2.0
"Conditioner, Shampoo, Tissues, Toothpaste",Hand Sanitizer,0.1,1.0,2.0
"Hand Sanitizer, Shampoo, Tissues, Toothpaste",Conditioner,0.1,1.0,2.0
"Conditioner, Hand Sanitizer, Shampoo, Toothpaste",Tissues,0.1,0.5,1.0
"Conditioner, Hand Sanitizer, Shampoo, Tissues",Toothpaste,0.1,1.0,2.0
"Conditioner, Tissues, Toothpaste","Hand Sanitizer, Shampoo",0.1,1.0,5.0
"Shampoo, Tissues, Toothpaste","Conditioner, Hand Sanitizer",0.1,1.0,5.0
"Conditioner, Hand Sanitizer, Toothpaste","Shampoo, Tissues",0.1,0.5,5.0
"Conditioner, Shampoo, Toothpaste","Hand Sanitizer, Tissues",0.1,0.5,1.25
"Hand Sanitizer, Shampoo, Toothpaste","Conditioner, Tissues",0.1,0.5,2.5
"Conditioner, Hand Sanitizer, Tissues","Shampoo, Toothpaste",0.1,1.0,3.3333333333333335
